"Status","Year","Profession_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Operational Delivery","Unknown","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","390","340","22450","22920"
"New entrant CS","2021","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Heterosexual / straight","500","480","20600","20920"
"New entrant CS","2021","Other","AA/AO","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Unknown","130","130","21420","20920"
"New entrant CS","2021","Other","EO","Heterosexual / straight","390","380","25490","26350"
"New entrant CS","2021","Other","EO","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Unknown","180","180","25660","26350"
"New entrant CS","2021","Other","G6/G7","Heterosexual / straight","70","60","60810","57460"
"New entrant CS","2021","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Heterosexual / straight","210","210","34270","34000"
"New entrant CS","2021","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Unknown","120","120","35930","35050"
"New entrant CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Policy","EO","Heterosexual / straight","280","280","26630","26460"
"New entrant CS","2021","Policy","EO","LGBO","60","60","26990","27270"
"New entrant CS","2021","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Unknown","230","230","26070","27270"
"New entrant CS","2021","Policy","G6/G7","Heterosexual / straight","270","270","55730","53380"
"New entrant CS","2021","Policy","G6/G7","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Unknown","240","240","56410","53380"
"New entrant CS","2021","Policy","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Heterosexual / straight","1070","1050","34110","33570"
"New entrant CS","2021","Policy","SEO/HEO","LGBO","170","160","33450","33570"
"New entrant CS","2021","Policy","SEO/HEO","Undeclared","150","150","33700","33390"
"New entrant CS","2021","Policy","SEO/HEO","Unknown","600","590","34800","33570"
"New entrant CS","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Heterosexual / straight","150","140","25750","26350"
"New entrant CS","2021","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","70","70","23180","25560"
"New entrant CS","2021","Project Delivery","G6/G7","Heterosexual / straight","110","110","56070","54110"
"New entrant CS","2021","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","60","60","57300","56300"
"New entrant CS","2021","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","430","430","36150","35060"
"New entrant CS","2021","Project Delivery","SEO/HEO","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","140","140","36080","35900"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Heterosexual / straight","80","70","25840","26140"
"New entrant CS","2021","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Heterosexual / straight","160","160","34700","33300"
"New entrant CS","2021","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Heterosexual / straight","150","150","20850","20500"
"New entrant CS","2021","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Heterosexual / straight","170","170","26130","26370"
"New entrant CS","2021","Science and Engineering","EO","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Unknown","80","80","21950","16780"
"New entrant CS","2021","Science and Engineering","G6/G7","Heterosexual / straight","60","60","54860","52610"
"New entrant CS","2021","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Heterosexual / straight","450","400","34920","33300"
"New entrant CS","2021","Science and Engineering","SEO/HEO","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Undeclared","60","50","35750","36330"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Unknown","60","60","34220","33000"
"New entrant CS","2021","Science and Engineering","Unknown","Heterosexual / straight","50","50","35980","33000"
"New entrant CS","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Heterosexual / straight","320","310","24080","20920"
"New entrant CS","2021","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","190","190","26730","25390"
"New entrant CS","2021","Security","EO","Heterosexual / straight","60","60","27510","25000"
"New entrant CS","2021","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Heterosexual / straight","60","50","35370","34710"
"New entrant CS","2021","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Heterosexual / straight","130","120","33460","32540"
"New entrant CS","2021","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Heterosexual / straight","50","50","26630","27200"
"New entrant CS","2021","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Heterosexual / straight","130","130","34150","32540"
"New entrant CS","2021","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
