"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Declared non-disabled","50","50","25870","21430"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","160","160","43580","40600"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","60","60","43280","40600"
"New entrant CS","2022","Finance","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Declared disabled","50","50","33450","29360"
"New entrant CS","2022","Finance","Finance","Declared non-disabled","450","440","34180","31990"
"New entrant CS","2022","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Unknown","460","390","34870","31990"
"New entrant CS","2022","Finance","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","Declared non-disabled","500","480","21600","21300"
"New entrant CS","2022","Grants Management","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Declared disabled","80","80","32840","29740"
"New entrant CS","2022","Human Resources","Human Resources","Declared non-disabled","570","550","33400","30400"
"New entrant CS","2022","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Unknown","370","340","33680","28970"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Declared non-disabled","80","80","27620","27570"
"New entrant CS","2022","Human Resources","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Declared non-disabled","110","110","33550","28000"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Declared disabled","60","60","43920","43920"
"New entrant CS","2022","Legal","Legal","Declared non-disabled","550","530","45390","47500"
"New entrant CS","2022","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Unknown","110","110","41910","40880"
"New entrant CS","2022","Legal","Operational Delivery","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","Declared non-disabled","240","230","22400","21250"
"New entrant CS","2022","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","Unknown","80","80","22850","22200"
"New entrant CS","2022","Legal","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","Declared non-disabled","90","80","27700","26950"
"New entrant CS","2022","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
