"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Telford and Wrekin","West Midlands (England)","90","90","32710","27570"
"New entrant CS","2021","Male","Thurrock","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tower Hamlets","London","470","470","41610","36100"
"New entrant CS","2021","Male","Tyneside","North East (England)","1090","1080","25070","21010"
"New entrant CS","2021","Male","Unknown","Unknown","380","370","34750","27570"
"New entrant CS","2021","Male","Wakefield","Yorkshire and The Humber","90","90","26450","27570"
"New entrant CS","2021","Male","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wandsworth","London","90","90","28570","30220"
"New entrant CS","2021","Male","Warrington","North West (England)","210","210","31020","28200"
"New entrant CS","2021","Male","Warwickshire","West Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","Male","West Cumbria","North West (England)","60","60","31220","27000"
"New entrant CS","2021","Male","West Essex","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Male","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Northamptonshire","East Midlands (England)","70","70","23500","22850"
"New entrant CS","2021","Male","West Surrey","South East (England)","160","160","30270","27960"
"New entrant CS","2021","Male","West Sussex (North East)","South East (England)","70","70","27930","27570"
"New entrant CS","2021","Male","West Sussex (South West)","South East (England)","60","60","29420","27570"
"New entrant CS","2021","Male","Westminster","London","3360","3340","39960","34000"
"New entrant CS","2021","Male","Wiltshire","South West (England)","380","370","31690","27570"
"New entrant CS","2021","Male","Wirral","North West (England)","70","70","23420","22350"
"New entrant CS","2021","Male","Wolverhampton","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Male","Worcestershire","West Midlands (England)","110","110","25790","22850"
"New entrant CS","2021","Male","York","Yorkshire and The Humber","150","150","30710","27570"
"New entrant CS","2021","Unknown","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Westminster","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Aberdeen City and Aberdeenshire","Scotland","150","150","28160","27230"
"New entrant CS","2022","Female","Angus and Dundee City","Scotland","400","380","25290","23230"
"New entrant CS","2022","Female","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Barking & Dagenham and Havering","London","80","70","31590","31060"
"New entrant CS","2022","Female","Barnet","London","260","230","31260","27980"
"New entrant CS","2022","Female","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","240","230","25140","23170"
"New entrant CS","2022","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","540","510","29100","26350"
"New entrant CS","2022","Female","Bedford","East of England","110","100","27430","27570"
"New entrant CS","2022","Female","Belfast","Northern Ireland","260","260","27610","26590"
"New entrant CS","2022","Female","Berkshire","South East (England)","220","220","28640","26310"
"New entrant CS","2022","Female","Bexley and Greenwich","London","160","160","28570","29020"
"New entrant CS","2022","Female","Birmingham","West Midlands (England)","1380","1320","27770","25500"
"New entrant CS","2022","Female","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Blackpool","North West (England)","380","370","25060","21260"
"New entrant CS","2022","Female","Bournemouth, Christchurch and Poole","South West (England)","90","80","27430","25410"
"New entrant CS","2022","Female","Bradford","Yorkshire and The Humber","330","300","23950","21250"
"New entrant CS","2022","Female","Breckland and South Norfolk","East of England","40","30","[c]","[c]"
"New entrant CS","2022","Female","Brent","London","70","60","30690","31060"
"New entrant CS","2022","Female","Bridgend and Neath Port Talbot","Wales","70","60","23170","21140"
"New entrant CS","2022","Female","Brighton and Hove","South East (England)","80","80","28110","26310"
"New entrant CS","2022","Female","Bristol, City of","South West (England)","690","660","30810","28000"
"New entrant CS","2022","Female","Bromley","London","100","90","31760","30200"
"New entrant CS","2022","Female","Buckinghamshire","South East (England)","140","130","28010","27570"
"New entrant CS","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Calderdale and Kirklees","Yorkshire and The Humber","130","120","27940","27570"
"New entrant CS","2022","Female","Cambridgeshire CC","East of England","260","250","27770","26140"
"New entrant CS","2022","Female","Camden and City of London","London","120","110","34570","28230"
"New entrant CS","2022","Female","Cardiff and Vale of Glamorgan","Wales","670","640","26890","23170"
"New entrant CS","2022","Female","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Central Hampshire","South East (England)","220","210","28760","26350"
"New entrant CS","2022","Female","Central Valleys","Wales","160","160","26500","27570"
"New entrant CS","2022","Female","Cheshire East","North West (England)","140","130","24750","23140"
"New entrant CS","2022","Female","Cheshire West and Chester","North West (England)","50","50","26240","24800"
"New entrant CS","2022","Female","Chorley and West Lancashire","North West (England)","120","120","24820","23140"
"New entrant CS","2022","Female","City of Edinburgh","Scotland","1200","1160","31670","27230"
"New entrant CS","2022","Female","Clackmannanshire and Fife","Scotland","80","80","24970","25500"
"New entrant CS","2022","Female","Conwy and Denbighshire","Wales","50","50","29660","27570"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","South West (England)","150","140","25800","21260"
"New entrant CS","2022","Female","Coventry","West Midlands (England)","220","210","30780","29360"
"New entrant CS","2022","Female","Croydon","London","500","490","33080","30600"
"New entrant CS","2022","Female","Darlington","North East (England)","170","160","32210","29340"
"New entrant CS","2022","Female","Derby","East Midlands (England)","130","120","25160","23170"
"New entrant CS","2022","Female","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Devon CC","South West (England)","300","290","27410","23140"
"New entrant CS","2022","Female","Dorset","South West (England)","130","120","24870","22600"
"New entrant CS","2022","Female","Dudley","West Midlands (England)","90","90","24820","21260"
"New entrant CS","2022","Female","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Durham","North East (England)","380","370","24310","22600"
"New entrant CS","2022","Female","Ealing","London","50","50","32960","31060"
"New entrant CS","2022","Female","East Ayrshire and North Ayrshire mainland","Scotland","70","70","24440","22000"
"New entrant CS","2022","Female","East Cumbria","North West (England)","80","70","27240","23170"
"New entrant CS","2022","Female","East Derbyshire","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","90","80","24310","21640"
"New entrant CS","2022","Female","East Kent","South East (England)","220","210","25660","24250"
"New entrant CS","2022","Female","East Lancashire","North West (England)","60","60","28380","24800"
"New entrant CS","2022","Female","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Merseyside","North West (England)","130","120","30210","27570"
"New entrant CS","2022","Female","East Riding of Yorkshire","Yorkshire and The Humber","130","130","24310","23140"
"New entrant CS","2022","Female","East Surrey","South East (England)","120","110","28950","29020"
"New entrant CS","2022","Female","East Sussex CC","South East (England)","170","160","24550","21760"
"New entrant CS","2022","Female","Enfield","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Essex Haven Gateway","East of England","70","60","30310","28200"
"New entrant CS","2022","Female","Essex Thames Gateway","East of England","110","100","25350","24250"
"New entrant CS","2022","Female","Falkirk","Scotland","100","90","24210","21640"
"New entrant CS","2022","Female","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Flintshire and Wrexham","Wales","160","160","23480","21260"
"New entrant CS","2022","Female","Glasgow City","Scotland","1440","1400","29640","27230"
"New entrant CS","2022","Female","Gloucestershire CC","South West (England)","120","110","27450","25120"
"New entrant CS","2022","Female","Greater Manchester North East","North West (England)","110","100","26040","24090"
"New entrant CS","2022","Female","Greater Manchester North West","North West (England)","170","170","25390","23170"
"New entrant CS","2022","Female","Greater Manchester South East","North West (England)","90","80","24950","23170"
"New entrant CS","2022","Female","Greater Manchester South West","North West (England)","730","700","27640","24880"
"New entrant CS","2022","Female","Gwent Valleys","Wales","50","50","27890","24280"
"New entrant CS","2022","Female","Gwynedd","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Female","Hackney and Newham","London","290","290","34780","31060"
"New entrant CS","2022","Female","Haringey and Islington","London","190","180","31060","31060"
"New entrant CS","2022","Female","Harrow and Hillingdon","London","110","100","30020","30130"
"New entrant CS","2022","Female","Hartlepool and Stockton-on-Tees","North East (England)","160","160","26500","26220"
"New entrant CS","2022","Female","Heart of Essex","East of England","180","170","27170","24800"
"New entrant CS","2022","Female","Herefordshire, County of","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Hertfordshire CC","East of England","260","250","29360","29290"
"New entrant CS","2022","Female","Hounslow and Richmond upon Thames","London","270","260","29970","28700"
"New entrant CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","60","50","26160","22000"
"New entrant CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","70","70","27700","27230"
"New entrant CS","2022","Female","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Isle of Wight","South East (England)","50","50","24320","22200"
"New entrant CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","London","90","90","30640","30520"
"New entrant CS","2022","Female","Kent Thames Gateway","South East (England)","120","110","26400","26640"
"New entrant CS","2022","Female","Kingston upon Hull, City of","Yorkshire and The Humber","150","150","25070","23170"
"New entrant CS","2022","Female","Lambeth","London","500","470","38440","32330"
"New entrant CS","2022","Female","Lancaster and Wyre","North West (England)","70","70","24170","21400"
