"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Outer London - South","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","No function","Declared non-disabled","80","80","25710","24120"
"New entrant CS","2021","Outer London - South","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","No function","Unknown","180","180","28210","25850"
"New entrant CS","2021","Outer London - South","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Declared non-disabled","310","310","32200","31060"
"New entrant CS","2021","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Unknown","300","300","38760","35050"
"New entrant CS","2021","Outer London - West and North West","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","No function","Declared non-disabled","300","280","30970","28110"
"New entrant CS","2021","Outer London - West and North West","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","No function","Unknown","110","110","25690","23790"
"New entrant CS","2021","Outer London - West and North West","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","Declared disabled","60","60","30620","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","Declared non-disabled","580","570","30410","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","Unknown","210","210","29750","28700"
"New entrant CS","2021","Overseas","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","No function","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","No function","Declared non-disabled","280","260","21610","21590"
"New entrant CS","2021","Shropshire and Staffordshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","No function","Unknown","220","200","22020","22130"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Declared non-disabled","270","260","27450","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","No function","Declared non-disabled","80","80","23430","22850"
"New entrant CS","2021","South Yorkshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","No function","Unknown","160","150","25890","24240"
"New entrant CS","2021","South Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","Declared disabled","70","70","26450","26220"
