"Status","Year","Sex","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department of Health and Social Care","50","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Revenue and Customs","50","50","33710","33080"
"New entrant CS","2022","Female","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Statistics Authority","220","220","32290","30710"
"New entrant CS","2022","Female","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Cabinet Office","150","150","54580","59120"
"New entrant CS","2022","Female","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Education","50","50","31980","30360"
"New entrant CS","2022","Female","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department of Health and Social Care","70","40","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Ministry of Defence","110","110","28750","26670"
"New entrant CS","2022","Female","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Female","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department of Health and Social Care","100","70","37050","32330"
"New entrant CS","2022","Female","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Revenue and Customs","420","410","27060","26590"
"New entrant CS","2022","Female","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Work and Pensions","430","410","25530","25110"
"New entrant CS","2022","Female","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","HM Revenue and Customs","360","350","28080","26590"
"New entrant CS","2022","Female","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Department for Work and Pensions","180","170","21800","21260"
"New entrant CS","2022","Female","Debt","HM Revenue and Customs","430","410","21490","21250"
"New entrant CS","2022","Female","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Cabinet Office","140","130","43120","37300"
"New entrant CS","2022","Female","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","80","80","28260","21430"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Education","90","80","36820","36500"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","130","120","38190","35900"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Work and Pensions","120","120","37120","35310"
"New entrant CS","2022","Female","Digital, Data & Technology","Department of Health and Social Care","60","40","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Revenue and Customs","120","120","33920","33080"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Ministry of Defence","80","80","26540","26350"
"New entrant CS","2022","Female","Digital, Data & Technology","Ministry of Justice","90","90","41990","41750"
"New entrant CS","2022","Female","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
