"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Operational Delivery","120","110","27730","25850"
"New entrant CS","2021","Male","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Policy","40","30","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Unknown","280","270","28760","27570"
"New entrant CS","2021","Male","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Unknown","70","70","29300","28430"
"New entrant CS","2021","Male","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Operational Delivery","140","130","30200","24570"
"New entrant CS","2021","Male","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","200","200","28040","27570"
"New entrant CS","2021","Male","Unknown","Commercial","60","60","39500","34710"
"New entrant CS","2021","Male","Unknown","Communications","70","70","39710","35900"
"New entrant CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data and Technology","460","450","41740","38450"
"New entrant CS","2021","Male","Unknown","Economics","100","100","32080","32390"
"New entrant CS","2021","Male","Unknown","Finance","100","100","33210","31810"
"New entrant CS","2021","Male","Unknown","Human Resources","50","50","35180","31920"
"New entrant CS","2021","Male","Unknown","Intelligence Analysis","50","50","40880","33400"
"New entrant CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","80","80","37760","30850"
"New entrant CS","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Operational Delivery","2690","2620","24490","22850"
"New entrant CS","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other","230","220","30940","26300"
"New entrant CS","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Policy","490","480","40820","34710"
"New entrant CS","2021","Male","Unknown","Project Delivery","140","140","38670","35900"
"New entrant CS","2021","Male","Unknown","Property","70","70","35810","27880"
"New entrant CS","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Science and Engineering","130","130","26100","20590"
"New entrant CS","2021","Male","Unknown","Security","200","200","29150","25540"
"New entrant CS","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Statistics","50","50","31770","30100"
"New entrant CS","2021","Male","Unknown","Tax","1060","1040","22550","20140"
"New entrant CS","2021","Male","Unknown","Unknown","1790","1770","34480","28000"
"New entrant CS","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Commercial","130","130","36020","34350"
"New entrant CS","2021","Male","White","Communications","90","90","37050","32560"
"New entrant CS","2021","Male","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Digital, Data and Technology","520","520","41120","38160"
"New entrant CS","2021","Male","White","Economics","140","140","33300","32540"
"New entrant CS","2021","Male","White","Finance","150","150","39580","35030"
"New entrant CS","2021","Male","White","Human Resources","130","120","34700","28840"
"New entrant CS","2021","Male","White","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2021","Male","White","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Male","White","Knowledge and Information Management","50","50","33190","31800"
"New entrant CS","2021","Male","White","Legal","210","210","44080","48080"
"New entrant CS","2021","Male","White","Medicine","70","60","61760","52420"
"New entrant CS","2021","Male","White","Operational Delivery","3340","3270","27290","24020"
"New entrant CS","2021","Male","White","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","White","Other","560","550","29090","26000"
"New entrant CS","2021","Male","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Policy","740","730","38090","33570"
"New entrant CS","2021","Male","White","Project Delivery","370","370","39790","37360"
"New entrant CS","2021","Male","White","Property","220","220","34970","33000"
"New entrant CS","2021","Male","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Science and Engineering","470","460","32020","28650"
"New entrant CS","2021","Male","White","Security","330","330","26870","23540"
"New entrant CS","2021","Male","White","Social Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","White","Statistics","90","90","33910","31810"
"New entrant CS","2021","Male","White","Tax","430","430","23400","20140"
"New entrant CS","2021","Male","White","Unknown","5110","5080","27130","27570"
"New entrant CS","2021","Male","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Counter Fraud","70","70","26000","25110"
"New entrant CS","2022","Female","Asian","Digital, Data and Technology","120","120","37770","35520"
"New entrant CS","2022","Female","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Finance","60","60","33270","29360"
"New entrant CS","2022","Female","Asian","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Human Resources","60","60","33160","30730"
