"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","East Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Operational Delivery","220","220","24340","21830"
"New entrant CS","2022","Asian","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Operational Delivery","120","110","25980","26310"
"New entrant CS","2022","Asian","East of England","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Counter Fraud","60","60","26610","25110"
"New entrant CS","2022","Asian","London","Digital, Data and Technology","120","120","42660","39780"
"New entrant CS","2022","Asian","London","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Asian","London","Finance","50","40","[c]","[c]"
"New entrant CS","2022","Asian","London","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Asian","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Legal","70","70","46880","50500"
"New entrant CS","2022","Asian","London","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Operational Delivery","620","590","31140","31060"
"New entrant CS","2022","Asian","London","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Other","90","90","32320","26950"
"New entrant CS","2022","Asian","London","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Policy","220","220","36410","33570"
"New entrant CS","2022","Asian","London","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Asian","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Asian","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Tax","60","60","33970","30750"
"New entrant CS","2022","Asian","London","Unknown","100","100","34470","31060"
"New entrant CS","2022","Asian","London","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Operational Delivery","70","70","23100","21260"
"New entrant CS","2022","Asian","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Operational Delivery","330","320","24600","21300"
"New entrant CS","2022","Asian","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Tax","80","80","25720","26590"
"New entrant CS","2022","Asian","North West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
