"Status","Year","Function_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","220","210","27680","26590"
"New entrant CS","2022","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","110","110","34730","33080"
"New entrant CS","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Unknown","50","50","35130","33080"
"New entrant CS","2022","Debt","AA/AO","Heterosexual / straight","590","570","21300","21250"
"New entrant CS","2022","Debt","AA/AO","LGBO","60","60","21300","21250"
"New entrant CS","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Unknown","300","290","21250","21250"
"New entrant CS","2022","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Heterosexual / straight","170","170","20690","21170"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Unknown","60","60","20910","21170"
"New entrant CS","2022","Digital, Data & Technology","EO","Heterosexual / straight","350","350","26390","26350"
"New entrant CS","2022","Digital, Data & Technology","EO","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Unknown","160","160","27080","27040"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","440","430","55210","54110"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Undeclared","60","60","54070","53360"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Unknown","130","120","56390","54700"
"New entrant CS","2022","Digital, Data & Technology","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","800","790","36070","35900"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","LGBO","90","90","35030","33520"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","130","110","34770","33080"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","300","290","36590","36050"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Heterosexual / straight","110","100","21270","21250"
"New entrant CS","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Unknown","50","50","21090","21250"
"New entrant CS","2022","Finance","EO","Heterosexual / straight","200","200","25430","25120"
"New entrant CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Undeclared","50","30","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","50","50","25260","25120"
"New entrant CS","2022","Finance","G6/G7","Heterosexual / straight","90","90","55530","54110"
"New entrant CS","2022","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Heterosexual / straight","300","300","36350","36500"
"New entrant CS","2022","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","110","110","36830","36500"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Heterosexual / straight","140","130","21240","21300"
"New entrant CS","2022","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Unknown","310","290","21220","21300"
"New entrant CS","2022","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Heterosexual / straight","210","190","21300","21170"
"New entrant CS","2022","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Unknown","70","60","21290","21170"
"New entrant CS","2022","Human Resources","EO","Heterosexual / straight","250","230","26310","26750"
"New entrant CS","2022","Human Resources","EO","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Unknown","80","70","25510","26350"
"New entrant CS","2022","Human Resources","G6/G7","Heterosexual / straight","110","110","54670","53220"
"New entrant CS","2022","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Heterosexual / straight","310","300","34470","33080"
"New entrant CS","2022","Human Resources","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Unknown","90","90","34240","33080"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Heterosexual / straight","260","260","21400","21250"
"New entrant CS","2022","Legal","AA/AO","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Heterosexual / straight","230","230","27100","26950"
"New entrant CS","2022","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Heterosexual / straight","310","300","53420","50500"
"New entrant CS","2022","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Heterosexual / straight","180","180","40070","40000"
"New entrant CS","2022","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Heterosexual / straight","9440","9160","22180","21260"
"New entrant CS","2022","No function","AA/AO","LGBO","1090","1070","22010","21260"
"New entrant CS","2022","No function","AA/AO","Undeclared","550","520","21950","21260"
"New entrant CS","2022","No function","AA/AO","Unknown","5420","5240","22160","21260"
"New entrant CS","2022","No function","EO","Heterosexual / straight","5560","5430","27680","27570"
"New entrant CS","2022","No function","EO","LGBO","610","600","27360","27570"
"New entrant CS","2022","No function","EO","Undeclared","420","380","27450","27570"
"New entrant CS","2022","No function","EO","Unknown","1480","1440","27020","26820"
"New entrant CS","2022","No function","G6/G7","Heterosexual / straight","960","930","56100","53360"
"New entrant CS","2022","No function","G6/G7","LGBO","90","90","56270","53130"
"New entrant CS","2022","No function","G6/G7","Undeclared","130","120","54970","52610"
"New entrant CS","2022","No function","G6/G7","Unknown","350","340","55340","53360"
"New entrant CS","2022","No function","SCS","Heterosexual / straight","90","90","93410","89860"
"New entrant CS","2022","No function","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Unknown","60","60","100440","89900"
"New entrant CS","2022","No function","SEO/HEO","Heterosexual / straight","3910","3810","34880","33210"
"New entrant CS","2022","No function","SEO/HEO","LGBO","500","490","34300","33210"
"New entrant CS","2022","No function","SEO/HEO","Undeclared","460","420","34750","33570"
"New entrant CS","2022","No function","SEO/HEO","Unknown","1930","1910","32230","31860"
"New entrant CS","2022","No function","Unknown","Heterosexual / straight","4900","4570","28750","26310"
"New entrant CS","2022","No function","Unknown","LGBO","420","410","28620","24800"
"New entrant CS","2022","No function","Unknown","Undeclared","320","290","30560","28200"
"New entrant CS","2022","No function","Unknown","Unknown","3210","2860","27990","26310"
"New entrant CS","2022","Project Delivery","AA/AO","Heterosexual / straight","80","80","21470","21260"
"New entrant CS","2022","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Heterosexual / straight","310","310","23830","24750"
"New entrant CS","2022","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Unknown","150","140","21220","19460"
"New entrant CS","2022","Project Delivery","G6/G7","Heterosexual / straight","190","190","56370","54130"
"New entrant CS","2022","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Unknown","50","50","57560","54110"
"New entrant CS","2022","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Heterosexual / straight","590","580","36240","36020"
"New entrant CS","2022","Project Delivery","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Unknown","230","220","35780","35000"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","130","130","37290","33200"
"New entrant CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Heterosexual / straight","120","110","21500","21750"
"New entrant CS","2022","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Unknown","180","180","21660","21750"
"New entrant CS","2022","Property","EO","Heterosexual / straight","140","140","25220","25000"
"New entrant CS","2022","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Unknown","110","110","25770","25000"
"New entrant CS","2022","Property","G6/G7","Heterosexual / straight","100","100","55550","53500"
"New entrant CS","2022","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
