"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","Unknown","16-19","80","80","21710","21050"
"New entrant CS","2022","AA/AO","Unknown","20-29","1160","1130","21700","21250"
"New entrant CS","2022","AA/AO","Unknown","30-39","520","500","22020","21250"
"New entrant CS","2022","AA/AO","Unknown","40-49","300","290","22090","21260"
"New entrant CS","2022","AA/AO","Unknown","50-59","270","260","21890","21250"
"New entrant CS","2022","AA/AO","Unknown","60-64","60","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","20-29","150","150","25410","26050"
"New entrant CS","2022","EO","Commercial","30-39","40","40","[c]","[c]"
"New entrant CS","2022","EO","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","20-29","110","100","27040","27270"
"New entrant CS","2022","EO","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","20-29","110","110","27910","27570"
"New entrant CS","2022","EO","Counter Fraud","30-39","120","110","27770","27570"
"New entrant CS","2022","EO","Counter Fraud","40-49","70","60","27850","27570"
"New entrant CS","2022","EO","Counter Fraud","50-59","60","60","27910","27570"
"New entrant CS","2022","EO","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","20-29","350","340","26530","26590"
"New entrant CS","2022","EO","Digital, Data and Technology","30-39","130","130","26690","26590"
"New entrant CS","2022","EO","Digital, Data and Technology","40-49","60","60","27140","27130"
"New entrant CS","2022","EO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","20-29","50","50","[c]","[c]"
"New entrant CS","2022","EO","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","20-29","190","180","24940","25000"
"New entrant CS","2022","EO","Finance","30-39","70","60","25990","26150"
"New entrant CS","2022","EO","Finance","40-49","50","40","[c]","[c]"
"New entrant CS","2022","EO","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","20-29","160","150","25570","26350"
"New entrant CS","2022","EO","Human Resources","30-39","70","70","26160","26350"
"New entrant CS","2022","EO","Human Resources","40-49","40","40","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","20-29","70","70","27700","28650"
"New entrant CS","2022","EO","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","20-29","50","50","[c]","[c]"
"New entrant CS","2022","EO","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","20-29","140","140","27530","26970"
"New entrant CS","2022","EO","Legal","30-39","40","40","[c]","[c]"
"New entrant CS","2022","EO","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Delivery","16-19","40","40","[c]","[c]"
"New entrant CS","2022","EO","Operational Delivery","20-29","2980","2940","27440","27570"
"New entrant CS","2022","EO","Operational Delivery","30-39","2020","1960","27430","27570"
"New entrant CS","2022","EO","Operational Delivery","40-49","1280","1240","27390","27570"
"New entrant CS","2022","EO","Operational Delivery","50-59","1290","1190","28340","27570"
"New entrant CS","2022","EO","Operational Delivery","60-64","190","160","28720","27570"
"New entrant CS","2022","EO","Operational Delivery","65+","40","30","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","20-29","370","370","25070","26350"
"New entrant CS","2022","EO","Other","30-39","130","120","25740","26350"
"New entrant CS","2022","EO","Other","40-49","110","100","26640","26350"
"New entrant CS","2022","EO","Other","50-59","90","80","25930","26350"
"New entrant CS","2022","EO","Other","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","20-29","550","540","26640","26750"
"New entrant CS","2022","EO","Policy","30-39","100","90","26440","25500"
"New entrant CS","2022","EO","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","20-29","150","150","25590","24880"
"New entrant CS","2022","EO","Project Delivery","30-39","40","40","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","20-29","120","120","25760","25000"
"New entrant CS","2022","EO","Property","30-39","50","50","[c]","[c]"
"New entrant CS","2022","EO","Property","40-49","30","30","[c]","[c]"
"New entrant CS","2022","EO","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Psychology","20-29","50","50","[c]","[c]"
"New entrant CS","2022","EO","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","16-19","30","30","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","20-29","240","230","25670","26370"
"New entrant CS","2022","EO","Science and Engineering","30-39","50","50","26190","26370"
"New entrant CS","2022","EO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Social Research","20-29","40","40","[c]","[c]"
"New entrant CS","2022","EO","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","20-29","70","70","27100","27480"
"New entrant CS","2022","EO","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Tax","20-29","510","510","26890","26590"
"New entrant CS","2022","EO","Tax","30-39","360","350","26970","26590"
"New entrant CS","2022","EO","Tax","40-49","140","140","27130","26590"
"New entrant CS","2022","EO","Tax","50-59","70","70","27360","26590"
"New entrant CS","2022","EO","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Tax","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","20-29","880","870","27170","27230"
"New entrant CS","2022","EO","Unknown","30-39","580","560","27420","27230"
"New entrant CS","2022","EO","Unknown","40-49","350","340","27450","27230"
"New entrant CS","2022","EO","Unknown","50-59","260","250","27320","27230"
"New entrant CS","2022","EO","Unknown","60-64","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","30-39","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","20-29","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","30-39","240","240","55420","54000"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","40-49","230","220","56620","55000"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","50-59","130","130","57880","57430"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","30-39","60","50","56090","54880"
"New entrant CS","2022","G6/G7","Finance","40-49","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","50-59","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Geography","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Geography","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","30-39","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","40-49","60","50","55710","54220"
"New entrant CS","2022","G6/G7","Human Resources","50-59","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","40-49","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","50-59","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","40-49","[c]","[c]","[c]","[c]"
