"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","AA/AO","Female","90","80","19330","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","AA/AO","Male","70","70","19580","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","EO","Female","100","100","23620","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","EO","Male","70","70","23590","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","G6/G7","Female","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","G6/G7","Male","50","50","53000","52100"
"New entrant CS","2021","United Kingdom Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","SEO/HEO","Female","340","330","32930","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","SEO/HEO","Male","250","250","32940","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","AA/AO","Female","70","60","20570","20500"
"New entrant CS","2021","Welsh Government","AA/AO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","SEO/HEO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","AA/AO","Female","250","250","21460","21250"
"New entrant CS","2022","Attorney General's Departments","AA/AO","Male","70","70","21230","20470"
"New entrant CS","2022","Attorney General's Departments","EO","Female","190","180","26780","26950"
"New entrant CS","2022","Attorney General's Departments","EO","Male","70","70","26970","26950"
"New entrant CS","2022","Attorney General's Departments","G6/G7","Female","190","170","52510","50500"
"New entrant CS","2022","Attorney General's Departments","G6/G7","Male","100","100","53130","50500"
"New entrant CS","2022","Attorney General's Departments","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","Female","120","120","38740","38180"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","Male","60","60","38020","38000"
"New entrant CS","2022","Cabinet Office","AA/AO","Female","90","90","20710","21050"
"New entrant CS","2022","Cabinet Office","AA/AO","Male","60","60","20500","20800"
"New entrant CS","2022","Cabinet Office","EO","Female","160","160","25790","25520"
"New entrant CS","2022","Cabinet Office","EO","Male","140","130","25530","25210"
"New entrant CS","2022","Cabinet Office","G6/G7","Female","200","200","59960","56520"
"New entrant CS","2022","Cabinet Office","G6/G7","Male","240","240","63180","61710"
"New entrant CS","2022","Cabinet Office","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SCS","Male","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","SEO/HEO","Female","590","590","30960","28000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","Male","430","430","31360","28000"
"New entrant CS","2022","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Female","200","190","20720","20910"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Male","130","130","20370","20100"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Female","170","170","26350","26200"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","Male","190","190","26270","24720"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Female","90","90","54440","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Male","70","70","54200","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","310","300","36090","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","310","310","36700","35070"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Female","60","60","26000","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","130","130","34360","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","100","100","34420","34020"
"New entrant CS","2022","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","Female","210","210","25620","25000"
"New entrant CS","2022","Department for Education","EO","Male","110","110","25590","25000"
"New entrant CS","2022","Department for Education","G6/G7","Female","100","90","52780","49960"
"New entrant CS","2022","Department for Education","G6/G7","Male","100","90","54220","49960"
"New entrant CS","2022","Department for Education","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","Female","340","330","34220","36500"
"New entrant CS","2022","Department for Education","SEO/HEO","Male","190","190","33730","32940"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Female","460","430","21600","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Male","320","320","21480","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Female","270","260","25690","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","Male","200","200","25520","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Female","220","210","52130","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Male","220","210","52450","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","710","690","33890","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","520","510","33510","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Female","90","90","25960","26250"
"New entrant CS","2022","Department for International Trade","EO","Male","70","70","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6/G7","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Female","110","100","33620","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","Male","100","100","34470","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Female","80","80","26870","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","Male","70","70","26630","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Female","70","70","51500","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Male","60","60","50530","48700"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","190","180","34420","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","160","160","34260","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","Female","470","420","20940","21840"
"New entrant CS","2022","Department for Transport","AA/AO","Male","420","410","21650","21840"
