"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Asian","70","70","33140","26960"
"New entrant CS","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","340","330","32140","26550"
"New entrant CS","2021","Unknown","Legal","White","440","430","34800","33700"
"New entrant CS","2021","Unknown","No function","Asian","160","150","29740","27660"
"New entrant CS","2021","Unknown","No function","Black","70","70","30290","27680"
"New entrant CS","2021","Unknown","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Mixed","80","80","33100","29360"
"New entrant CS","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Undeclared","90","90","27680","24240"
"New entrant CS","2021","Unknown","No function","Unknown","7420","7190","26070","22850"
"New entrant CS","2021","Unknown","No function","White","1630","1590","30800","28840"
"New entrant CS","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","350","340","32570","29540"
"New entrant CS","2021","Unknown","Project Delivery","White","120","120","37180","36030"
"New entrant CS","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","200","190","27960","24500"
"New entrant CS","2021","Unknown","Property","White","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","290","290","27830","24620"
"New entrant CS","2021","Unknown","Security","White","60","60","28120","24220"
"New entrant CS","2021","Unknown","Unknown","Asian","100","100","35390","28650"
"New entrant CS","2021","Unknown","Unknown","Black","50","50","33520","31060"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4620","4500","30730","27570"
"New entrant CS","2021","Unknown","Unknown","White","520","510","33030","27570"
"New entrant CS","2022","Declared disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","White","90","90","30360","30710"
"New entrant CS","2022","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","White","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","White","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","White","120","120","26840","25210"
"New entrant CS","2022","Declared disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","White","60","60","21420","21260"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","White","150","150","36130","33080"
"New entrant CS","2022","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","White","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","White","90","80","31120","28000"
"New entrant CS","2022","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","White","80","80","35180","29280"
"New entrant CS","2022","Declared disabled","No function","Asian","210","200","28290","27570"
"New entrant CS","2022","Declared disabled","No function","Black","230","220","30290","29290"
"New entrant CS","2022","Declared disabled","No function","Mixed","160","150","28710","27570"
"New entrant CS","2022","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Undeclared","70","60","30670","28760"
"New entrant CS","2022","Declared disabled","No function","Unknown","70","70","31720","27570"
"New entrant CS","2022","Declared disabled","No function","White","2770","2650","27880","26190"
"New entrant CS","2022","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","White","110","100","32680","28350"
"New entrant CS","2022","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","White","50","50","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","White","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","White","390","370","29470","27230"
"New entrant CS","2022","Declared non-disabled","Analysis","Asian","90","90","32260","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Black","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","White","720","710","33910","30710"
"New entrant CS","2022","Declared non-disabled","Commercial","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","White","310","310","34230","32000"
"New entrant CS","2022","Declared non-disabled","Communications","Asian","150","150","27440","26590"
"New entrant CS","2022","Declared non-disabled","Communications","Black","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","White","520","510","32180","26820"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Asian","150","150","27110","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Black","50","50","27240","25850"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","White","790","780","26850","26590"
"New entrant CS","2022","Declared non-disabled","Debt","Asian","140","130","21490","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Black","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
