"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Lewisham and Southwark","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Blackpool","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Glasgow City","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
