"Status","Year","Organisation","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Operational Delivery","570","550","26140","24880"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Other","150","150","27520","28650"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Policy","50","50","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Digital, Data and Technology","80","80","60490","57430"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Other","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Policy","50","50","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Digital, Data and Technology","80","80","40410","41790"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Other","100","100","37510","35920"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Policy","90","90","38390","36330"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Project Delivery","50","50","36590","35050"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","Operational Delivery","140","140","21100","20880"
"New entrant CS","2021","Insolvency Service","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","AA/AO","Operational Delivery","50","50","19300","18880"
"New entrant CS","2021","Legal Aid Agency","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Operational Delivery","60","60","24310","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Met Office","AA/AO","Communications","[c]","[c]","[c]","[c]"
