"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for Education (excl. agencies)","70","70","33770","36500"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for Work and Pensions (excl. agencies)","80","80","34810","34290"
"New entrant CS","2021","SEO/HEO","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","HM Revenue and Customs (excl. agencies)","150","150","32620","31810"
"New entrant CS","2021","SEO/HEO","North West (England)","Home Office (incl. agencies)","50","50","35290","33820"
"New entrant CS","2021","SEO/HEO","North West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Public Health England","60","50","33860","33180"
"New entrant CS","2021","SEO/HEO","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Crown Office and Procurator Fiscal Service","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Government (excl. agencies)","360","350","35040","32140"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Social Security Scotland","60","60","33750","30650"
"New entrant CS","2021","SEO/HEO","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Maritime and Coastguard Agency","60","60","35660","36040"
"New entrant CS","2021","SEO/HEO","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Ministry of Defence (excl. agencies)","210","200","36260","33780"
"New entrant CS","2021","SEO/HEO","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Public Health England","50","40","35400","37860"
"New entrant CS","2021","SEO/HEO","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","United Kingdom Statistics Authority","200","200","32040","29540"
"New entrant CS","2021","SEO/HEO","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Defence Equipment and Support","300","300","35940","35000"
"New entrant CS","2021","SEO/HEO","South West (England)","Defence Science and Technology Laboratory","80","80","31370","28650"
"New entrant CS","2021","SEO/HEO","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","110","110","32470","30290"
"New entrant CS","2021","SEO/HEO","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Met Office","50","50","34040","32060"
"New entrant CS","2021","SEO/HEO","South West (England)","Ministry of Defence (excl. agencies)","180","180","35820","33180"
"New entrant CS","2021","SEO/HEO","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Planning Inspectorate","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Public Health England","160","140","33560","32330"
"New entrant CS","2021","SEO/HEO","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
