"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","White","80","80","33540","29360"
"New entrant CS","2022","Education Scotland","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","White","70","70","34370","30350"
"New entrant CS","2022","Food Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","White","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","White","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","White","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","Asian","50","50","39760","43920"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","Black","30","30","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","White","180","170","40910","43920"
"New entrant CS","2022","Government Legal Department","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","White","40","40","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","White","30","30","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","White","180","180","34080","31630"
"New entrant CS","2022","Health and Safety Executive","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
