"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","No function","200","180","24310","20560"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Unknown","70","70","30180","26850"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Analysis","70","70","29230","29540"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Digital, Data & Technology","50","50","36740","33730"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","No function","380","360","26810","24120"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Project Delivery","90","90","35110","33000"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Property","30","30","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Security","60","60","26940","20920"
"New entrant CS","2021","Hampshire and Isle of Wight","White","Unknown","490","470","27320","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","40","40","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","No function","140","140","23270","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","White","Unknown","130","120","25750","27570"
"New entrant CS","2021","Highlands and Islands","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","White","Unknown","100","100","25450","26160"
"New entrant CS","2021","Inner London - East","Asian","Analysis","[c]","[c]","[c]","[c]"
