"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Justice","Male","Project Delivery","50","50","36150","35290"
"New entrant CS","2021","Ministry of Justice","Male","Property","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Security","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","No function","460","460","32060","32260"
"New entrant CS","2021","National Crime Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","No function","430","430","35080","34140"
"New entrant CS","2021","National Crime Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","No function","80","80","51850","46360"
"New entrant CS","2021","Office for Standards in Education","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","No function","100","100","29190","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","No function","130","130","32430","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","No function","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Legal","80","70","26500","20850"
"New entrant CS","2021","Scottish Government","Female","No function","190","180","21730","20810"
"New entrant CS","2021","Scottish Government","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","Unknown","840","800","32930","30650"
"New entrant CS","2021","Scottish Government","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","No function","160","150","22420","20810"
"New entrant CS","2021","Scottish Government","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","Property","60","60","25970","25140"
"New entrant CS","2021","Scottish Government","Male","Unknown","570","560","33520","30650"
