"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scottish Government","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","990","950","31220","26160"
"New entrant CS","2021","Scottish Government","White","Declared disabled","130","120","28510","25410"
"New entrant CS","2021","Scottish Government","White","Declared non-disabled","760","740","29600","26160"
"New entrant CS","2021","Scottish Government","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Unknown","80","80","30340","26160"
"New entrant CS","2021","The National Archives","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","240","230","30870","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Declared disabled","60","60","31000","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Declared non-disabled","310","300","32610","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Unknown","310","300","31730","29540"
"New entrant CS","2021","Wales Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Declared non-disabled","130","130","27720","25030"
"New entrant CS","2021","Welsh Government","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Declared non-disabled","130","130","36480","37870"
"New entrant CS","2022","Attorney General's Departments","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Declared non-disabled","70","70","32230","26950"
"New entrant CS","2022","Attorney General's Departments","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
