"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lincolnshire","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Merseyside","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Merseyside","Declared non-disabled","180","170","34730","33080"
"New entrant CS","2022","SEO/HEO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Merseyside","Unknown","110","110","33410","33080"
"New entrant CS","2022","SEO/HEO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","North Eastern Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","North Yorkshire","Declared non-disabled","130","130","34910","33000"
"New entrant CS","2022","SEO/HEO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","North Yorkshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Northern Ireland","Declared non-disabled","90","90","34110","33080"
"New entrant CS","2022","SEO/HEO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Northern Ireland","Unknown","70","70","35360","33080"
"New entrant CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Declared non-disabled","240","240","34190","33080"
"New entrant CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Unknown","130","130","33470","33080"
"New entrant CS","2022","SEO/HEO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - South","Declared non-disabled","90","90","37460","37610"
"New entrant CS","2022","SEO/HEO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - South","Unknown","190","190","37680","37290"
"New entrant CS","2022","SEO/HEO","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - West and North West","Declared non-disabled","140","140","36520","34260"
"New entrant CS","2022","SEO/HEO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Outer London - West and North West","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Shropshire and Staffordshire","Declared non-disabled","70","70","36050","35900"
"New entrant CS","2022","SEO/HEO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Shropshire and Staffordshire","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","South Yorkshire","Declared non-disabled","70","70","34640","35310"
"New entrant CS","2022","SEO/HEO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","South Yorkshire","Unknown","110","100","34910","36500"
"New entrant CS","2022","SEO/HEO","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Southern Scotland","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Surrey, East and West Sussex","Declared non-disabled","90","90","35780","36050"
"New entrant CS","2022","SEO/HEO","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Tees Valley and Durham","Declared non-disabled","80","70","32250","30720"
"New entrant CS","2022","SEO/HEO","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Tees Valley and Durham","Unknown","70","70","33130","30820"
"New entrant CS","2022","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Declared non-disabled","60","60","34390","34500"
"New entrant CS","2022","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Unknown","110","80","29830","28000"
"New entrant CS","2022","SEO/HEO","West Central Scotland","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Central Scotland","Declared non-disabled","460","450","35400","33080"
"New entrant CS","2022","SEO/HEO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Central Scotland","Unknown","260","260","34930","33000"
"New entrant CS","2022","SEO/HEO","West Midlands","Declared disabled","50","50","33130","33000"
"New entrant CS","2022","SEO/HEO","West Midlands","Declared non-disabled","370","370","34440","33080"
"New entrant CS","2022","SEO/HEO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Midlands","Unknown","230","220","33450","33080"
"New entrant CS","2022","SEO/HEO","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Wales and The Valleys","Declared non-disabled","110","100","35750","35900"
"New entrant CS","2022","SEO/HEO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Wales and The Valleys","Unknown","60","60","35370","33840"
"New entrant CS","2022","SEO/HEO","West Yorkshire","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Yorkshire","Declared non-disabled","320","310","34520","33080"
"New entrant CS","2022","SEO/HEO","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","West Yorkshire","Unknown","310","250","33230","33080"
"New entrant CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared non-disabled","70","70","29920","27860"
"New entrant CS","2022","Unknown","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","60","60","27680","24800"
"New entrant CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","120","110","29500","24270"
"New entrant CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","130","120","26880","24380"
"New entrant CS","2022","Unknown","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cheshire","Declared non-disabled","60","50","26050","24800"
"New entrant CS","2022","Unknown","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cheshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cumbria","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cumbria","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared disabled","60","50","29100","28200"
"New entrant CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared non-disabled","130","120","26630","24770"
"New entrant CS","2022","Unknown","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","150","120","28460","26310"
"New entrant CS","2022","Unknown","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Devon","Declared non-disabled","100","90","27610","24960"
"New entrant CS","2022","Unknown","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Devon","Unknown","80","70","26950","24090"
"New entrant CS","2022","Unknown","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Dorset and Somerset","Declared non-disabled","100","90","26870","24090"
"New entrant CS","2022","Unknown","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Dorset and Somerset","Unknown","60","50","26990","24800"
"New entrant CS","2022","Unknown","East Anglia","Declared disabled","60","60","26650","23970"
"New entrant CS","2022","Unknown","East Anglia","Declared non-disabled","230","210","25920","23170"
"New entrant CS","2022","Unknown","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Anglia","Unknown","170","150","26650","24800"
"New entrant CS","2022","Unknown","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Wales","Declared non-disabled","90","90","26190","23170"
"New entrant CS","2022","Unknown","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Wales","Unknown","80","70","26670","23170"
"New entrant CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared non-disabled","70","70","29250","26080"
"New entrant CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Essex","Declared non-disabled","120","110","30110","24800"
"New entrant CS","2022","Unknown","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Essex","Unknown","120","100","26210","24800"
"New entrant CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60","60","28960","26210"
"New entrant CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","290","270","30740","27540"
"New entrant CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","180","170","29720","27000"
"New entrant CS","2022","Unknown","Greater Manchester","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Greater Manchester","Declared non-disabled","210","200","26940","23170"
"New entrant CS","2022","Unknown","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Greater Manchester","Unknown","230","210","26810","24900"
"New entrant CS","2022","Unknown","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Hampshire and Isle of Wight","Declared non-disabled","110","110","28560","24800"
"New entrant CS","2022","Unknown","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Hampshire and Isle of Wight","Unknown","90","80","28350","26660"
"New entrant CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","90","80","29910","26440"
"New entrant CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Inner London - East","Declared disabled","60","60","37090","33700"
"New entrant CS","2022","Unknown","Inner London - East","Declared non-disabled","230","220","37680","33700"
"New entrant CS","2022","Unknown","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Inner London - East","Unknown","140","120","34320","33700"
"New entrant CS","2022","Unknown","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Inner London - West","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Inner London - West","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Kent","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Kent","Declared non-disabled","90","80","28190","24800"
"New entrant CS","2022","Unknown","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Kent","Unknown","110","100","27650","26640"
"New entrant CS","2022","Unknown","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Lancashire","Declared non-disabled","120","110","28310","24800"
"New entrant CS","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Lancashire","Unknown","120","110","27550","25480"
"New entrant CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","110","100","28430","24800"
"New entrant CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","90","80","27950","24800"
"New entrant CS","2022","Unknown","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Lincolnshire","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Merseyside","Declared disabled","60","60","26960","24800"
"New entrant CS","2022","Unknown","Merseyside","Declared non-disabled","150","140","28370","24900"
"New entrant CS","2022","Unknown","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Merseyside","Unknown","210","190","26500","24800"
"New entrant CS","2022","Unknown","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North Yorkshire","Unknown","40","30","[c]","[c]"
