"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Operational Delivery","230","210","27110","24180"
"New entrant CS","2021","Mixed","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Policy","60","60","32150","32560"
"New entrant CS","2021","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Unknown","600","590","28220","27570"
"New entrant CS","2021","Mixed","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Operational Delivery","70","70","29150","26890"
"New entrant CS","2021","Mixed","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Unknown","150","140","28490","29290"
"New entrant CS","2021","Other ethnicity","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Unknown","50","50","27130","27570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Operational Delivery","100","90","28070","24240"
"New entrant CS","2021","Undeclared","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
