"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Unknown","660","650","32990","26970"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Declared non-disabled","190","180","42970","43920"
"New entrant CS","2021","Legal","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Declared non-disabled","70","60","27550","26550"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Unknown","70","70","27790","26550"
"New entrant CS","2021","Legal","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Unknown","60","50","22870","20850"
