"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Operational Delivery","6370","5870","27970","24800"
"New entrant CS","2022","Female","Unknown","Other","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Unknown","120","100","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Counter Fraud","120","120","22640","21260"
"New entrant CS","2022","Male","AA/AO","Digital, Data and Technology","120","120","20350","21170"
"New entrant CS","2022","Male","AA/AO","Economics","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Finance","50","50","21040","21250"
"New entrant CS","2022","Male","AA/AO","Geography","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Human Resources","70","70","21550","21170"
"New entrant CS","2022","Male","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Operational Delivery","7520","7390","22410","21260"
"New entrant CS","2022","Male","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Other","470","460","21140","21260"
"New entrant CS","2022","Male","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Policy","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Property","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Science and Engineering","130","130","20300","20750"
"New entrant CS","2022","Male","AA/AO","Security","390","390","25440","25000"
"New entrant CS","2022","Male","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Tax","340","320","21250","21250"
"New entrant CS","2022","Male","AA/AO","Unknown","1030","1010","21870","21250"
"New entrant CS","2022","Male","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Commercial","90","90","25130","25520"
"New entrant CS","2022","Male","EO","Communications","50","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Counter Fraud","140","140","27940","27570"
"New entrant CS","2022","Male","EO","Digital, Data and Technology","380","380","26630","26500"
"New entrant CS","2022","Male","EO","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Finance","170","160","25100","25120"
"New entrant CS","2022","Male","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Human Resources","80","70","25760","26590"
"New entrant CS","2022","Male","EO","Intelligence Analysis","70","70","27410","26590"
"New entrant CS","2022","Male","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Legal","80","80","28110","26970"
"New entrant CS","2022","Male","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Operational Delivery","3470","3360","27730","27570"
"New entrant CS","2022","Male","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Other","360","360","25140","26350"
"New entrant CS","2022","Male","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Policy","280","270","26630","26180"
"New entrant CS","2022","Male","EO","Project Delivery","110","100","25070","24750"
"New entrant CS","2022","Male","EO","Property","120","120","25990","25000"
"New entrant CS","2022","Male","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Science and Engineering","200","200","24260","25010"
"New entrant CS","2022","Male","EO","Security","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Statistics","60","60","26730","26370"
"New entrant CS","2022","Male","EO","Tax","580","580","26990","26590"
"New entrant CS","2022","Male","EO","Unknown","890","880","27270","27230"
"New entrant CS","2022","Male","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Digital, Data and Technology","470","460","57250","56130"
"New entrant CS","2022","Male","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Finance","80","80","56660","54880"
"New entrant CS","2022","Male","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Legal","130","120","53630","51380"
"New entrant CS","2022","Male","G6/G7","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Operational Delivery","220","210","55820","53360"
"New entrant CS","2022","Male","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Other","90","80","58530","54130"
"New entrant CS","2022","Male","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Policy","290","280","54490","53360"
"New entrant CS","2022","Male","G6/G7","Project Delivery","120","120","56460","53530"
"New entrant CS","2022","Male","G6/G7","Property","80","80","56200","54110"
"New entrant CS","2022","Male","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Science and Engineering","80","80","55340","53540"
"New entrant CS","2022","Male","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","G6/G7","Unknown","440","430","60670","57190"
"New entrant CS","2022","Male","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Male","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Unknown","50","50","104270","90000"
"New entrant CS","2022","Male","SEO/HEO","Commercial","170","150","35620","36120"
"New entrant CS","2022","Male","SEO/HEO","Communications","110","110","35410","35060"
"New entrant CS","2022","Male","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Digital, Data and Technology","800","780","36330","35900"
"New entrant CS","2022","Male","SEO/HEO","Economics","140","140","33420","32560"
"New entrant CS","2022","Male","SEO/HEO","Finance","260","240","36570","36500"
"New entrant CS","2022","Male","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Human Resources","120","120","34610","33040"
"New entrant CS","2022","Male","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Knowledge and Information Management","50","50","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Legal","120","110","37900","38000"
"New entrant CS","2022","Male","SEO/HEO","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Operational Delivery","1030","1000","35990","33080"
"New entrant CS","2022","Male","SEO/HEO","Operational Research","50","50","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Other","240","230","34630","34000"
"New entrant CS","2022","Male","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Policy","1040","1020","34630","33570"
"New entrant CS","2022","Male","SEO/HEO","Project Delivery","310","310","36470","36840"
"New entrant CS","2022","Male","SEO/HEO","Property","210","200","34980","33000"
"New entrant CS","2022","Male","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SEO/HEO","Science and Engineering","480","470","34220","33000"
"New entrant CS","2022","Male","SEO/HEO","Security","70","70","36420","36370"
"New entrant CS","2022","Male","SEO/HEO","Social Research","60","60","33810","30710"
"New entrant CS","2022","Male","SEO/HEO","Statistics","110","110","34300","33150"
"New entrant CS","2022","Male","SEO/HEO","Tax","390","390","33870","33080"
"New entrant CS","2022","Male","SEO/HEO","Unknown","1030","1010","34020","32000"
"New entrant CS","2022","Male","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Operational Delivery","2340","2160","30030","28130"
"New entrant CS","2022","Male","Unknown","Other","120","120","20890","16190"
"New entrant CS","2022","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Science and Engineering","90","90","34730","31500"
"New entrant CS","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
