"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Asian","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Birmingham","110","110","20420","20140"
"New entrant CS","2021","AA/AO","Asian","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Leeds","60","60","20470","20140"
"New entrant CS","2021","AA/AO","Asian","Leicester","90","80","20930","21010"
"New entrant CS","2021","AA/AO","Asian","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Tyneside","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Westminster","70","70","23350","23520"
"New entrant CS","2021","AA/AO","Asian","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
