"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Justice","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wakefield","No function","80","80","21820","20600"
"New entrant CS","2021","Ministry of Justice","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Walsall","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wandsworth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wandsworth","No function","140","140","27730","30220"
"New entrant CS","2021","Ministry of Justice","Wandsworth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warrington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warrington","No function","70","70","21930","22850"
"New entrant CS","2021","Ministry of Justice","Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Northamptonshire","No function","110","110","20470","19530"
"New entrant CS","2021","Ministry of Justice","West Surrey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Surrey","No function","100","100","24720","22920"
"New entrant CS","2021","Ministry of Justice","West Surrey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (North East)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Digital, Data & Technology","80","70","53090","52850"
"New entrant CS","2021","Ministry of Justice","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","No function","300","300","30450","30060"
"New entrant CS","2021","Ministry of Justice","Westminster","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Westminster","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wiltshire","No function","70","60","23130","22920"
"New entrant CS","2021","Ministry of Justice","Wirral","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wolverhampton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Wolverhampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Worcestershire","No function","150","150","22250","22850"
"New entrant CS","2021","Ministry of Justice","York","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","York","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","80","80","32120","32770"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bedford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Belfast","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Belfast","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Berkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Birmingham","No function","70","70","32420","32770"
"New entrant CS","2021","National Crime Agency","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Coventry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","No function","250","250","36660","36200"
"New entrant CS","2021","National Crime Agency","Lambeth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lambeth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Medway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","South Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Staffordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Suffolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Sunderland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wakefield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wakefield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","No function","180","180","31690","30640"
"New entrant CS","2021","National Crime Agency","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Warrington","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Belfast","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Belfast","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Belfast","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Westminster","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Birmingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","No function","140","140","26840","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
