"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","No function","230","230","20890","20140"
"New entrant CS","2021","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Property","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Security","60","60","20640","20800"
"New entrant CS","2021","AA/AO","Unknown","Unknown","6110","6020","21560","21010"
"New entrant CS","2021","AA/AO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Commercial","80","70","25190","25720"
"New entrant CS","2021","EO","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Communications","120","110","26830","27270"
"New entrant CS","2021","EO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","Digital, Data & Technology","340","340","26430","26090"
"New entrant CS","2021","EO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Economics","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","EO","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Finance","160","160","24710","25000"
"New entrant CS","2021","EO","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Human Resources","160","150","25810","26350"
"New entrant CS","2021","EO","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Intelligence Analysis","Unknown","60","60","26330","26350"
"New entrant CS","2021","EO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Counter Fraud","50","50","26080","25560"
"New entrant CS","2021","EO","Legal","Legal","100","100","27260","26970"
"New entrant CS","2021","EO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Medicine","Unknown","60","50","29740","30620"
"New entrant CS","2021","EO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Legal","60","60","26470","26970"
"New entrant CS","2021","EO","Operational Delivery","No function","1960","1910","27020","26050"
"New entrant CS","2021","EO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Unknown","600","580","26180","24880"
"New entrant CS","2021","EO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Legal","50","50","26910","26950"
"New entrant CS","2021","EO","Other","No function","160","160","25110","24210"
"New entrant CS","2021","EO","Other","Project Delivery","70","70","18970","19040"
"New entrant CS","2021","EO","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Unknown","320","320","27540","27200"
"New entrant CS","2021","EO","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","No function","500","500","26190","27270"
"New entrant CS","2021","EO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Unknown","70","70","27850","28650"
"New entrant CS","2021","EO","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Project Delivery","Project Delivery","210","200","25050","26350"
"New entrant CS","2021","EO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Property","Property","130","130","25580","24920"
"New entrant CS","2021","EO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Psychology","No function","60","60","24940","24620"
"New entrant CS","2021","EO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Science and Engineering","No function","150","140","26020","26370"
"New entrant CS","2021","EO","Science and Engineering","Project Delivery","100","100","22300","23890"
"New entrant CS","2021","EO","Science and Engineering","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","EO","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Security","80","80","27240","24620"
"New entrant CS","2021","EO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Statistics","Analysis","80","80","26360","26780"
"New entrant CS","2021","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","Communications","580","580","25540","25560"
"New entrant CS","2021","EO","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","No function","140","140","25770","25560"
"New entrant CS","2021","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Communications","50","50","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Human Resources","40","30","[c]","[c]"
"New entrant CS","2021","EO","Unknown","No function","150","150","27240","27500"
"New entrant CS","2021","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","11260","11000","28520","27570"
"New entrant CS","2021","EO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Communications","70","70","58240","56150"
"New entrant CS","2021","G6/G7","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Digital, Data & Technology","390","390","57640","55750"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Unknown","80","80","60610","57430"
"New entrant CS","2021","G6/G7","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Finance","90","80","58200","57580"
"New entrant CS","2021","G6/G7","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Human Resources","90","90","57150","54590"
"New entrant CS","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Inspector of Education and Training","No function","60","60","73310","75500"
"New entrant CS","2021","G6/G7","Intelligence Analysis","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Legal","420","400","53610","51130"
"New entrant CS","2021","G6/G7","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Medicine","Unknown","90","70","74360","76200"
"New entrant CS","2021","G6/G7","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","No function","310","290","56350","53380"
"New entrant CS","2021","G6/G7","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","No function","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","No function","500","490","55750","53380"
"New entrant CS","2021","G6/G7","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","Unknown","70","60","57380","57430"
"New entrant CS","2021","G6/G7","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Project Delivery","170","170","55830","53500"
"New entrant CS","2021","G6/G7","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Property","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
