"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Transport","50","40","[c]","[c]"
"New entrant CS","2022","Male","16-19","Department for Work and Pensions","60","60","22230","21260"
"New entrant CS","2022","Male","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","HM Revenue and Customs","80","80","22160","21250"
"New entrant CS","2022","Male","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Ministry of Defence","100","100","18150","17140"
"New entrant CS","2022","Male","16-19","Ministry of Justice","80","80","23020","23140"
"New entrant CS","2022","Male","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Scottish Government","40","30","[c]","[c]"
"New entrant CS","2022","Male","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Attorney General's Departments","130","130","27940","26950"
"New entrant CS","2022","Male","20-29","Cabinet Office","450","450","29950","28000"
"New entrant CS","2022","Male","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Competition and Markets Authority","30","30","[c]","[c]"
"New entrant CS","2022","Male","20-29","Department for Business, Energy and Industrial Strategy","340","340","28760","27680"
"New entrant CS","2022","Male","20-29","Department for Digital, Culture, Media and Sport","110","110","33810","34020"
"New entrant CS","2022","Male","20-29","Department for Education","180","180","30030","28500"
"New entrant CS","2022","Male","20-29","Department for Environment, Food and Rural Affairs","570","560","29220","28480"
"New entrant CS","2022","Male","20-29","Department for International Trade","140","140","31470","31800"
"New entrant CS","2022","Male","20-29","Department for Levelling Up, Housing and Communities","150","150","30790","30190"
"New entrant CS","2022","Male","20-29","Department for Transport","410","410","28610","26130"
"New entrant CS","2022","Male","20-29","Department for Work and Pensions","1760","1750","25440","25110"
"New entrant CS","2022","Male","20-29","Department of Health and Social Care","460","400","31570","28970"
"New entrant CS","2022","Male","20-29","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","HM Land Registry","70","70","26140","22600"
"New entrant CS","2022","Male","20-29","HM Revenue and Customs","1810","1790","26240","26590"
"New entrant CS","2022","Male","20-29","HM Treasury","120","120","30280","28500"
"New entrant CS","2022","Male","20-29","Home Office","530","530","27270","24880"
"New entrant CS","2022","Male","20-29","Ministry of Defence","1070","1070","25890","25050"
"New entrant CS","2022","Male","20-29","Ministry of Justice","2160","2140","24590","23140"
"New entrant CS","2022","Male","20-29","National Crime Agency","60","60","32920","32260"
"New entrant CS","2022","Male","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Office of Gas and Electricity Markets","100","100","26920","25750"
"New entrant CS","2022","Male","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Scottish Government","620","610","26220","24400"
"New entrant CS","2022","Male","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","UK Statistics Authority","210","210","26060","23880"
"New entrant CS","2022","Male","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Welsh Government","50","50","[c]","[c]"
"New entrant CS","2022","Male","30-39","Attorney General's Departments","80","70","40760","43920"
"New entrant CS","2022","Male","30-39","Cabinet Office","200","200","47350","40600"
"New entrant CS","2022","Male","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Department for Business, Energy and Industrial Strategy","170","170","35050","33570"
"New entrant CS","2022","Male","30-39","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","Male","30-39","Department for Education","130","130","37450","36500"
"New entrant CS","2022","Male","30-39","Department for Environment, Food and Rural Affairs","310","310","34920","32560"
"New entrant CS","2022","Male","30-39","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2022","Male","30-39","Department for Levelling Up, Housing and Communities","90","90","39680","37720"
"New entrant CS","2022","Male","30-39","Department for Transport","300","300","35600","29970"
"New entrant CS","2022","Male","30-39","Department for Work and Pensions","1210","1200","27870","27570"
"New entrant CS","2022","Male","30-39","Department of Health and Social Care","280","230","39680","36330"
"New entrant CS","2022","Male","30-39","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","HM Land Registry","70","60","28310","27130"
"New entrant CS","2022","Male","30-39","HM Revenue and Customs","1260","1250","28210","26590"
"New entrant CS","2022","Male","30-39","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","Male","30-39","Home Office","300","300","31040","24880"
"New entrant CS","2022","Male","30-39","Ministry of Defence","590","590","33510","33000"
"New entrant CS","2022","Male","30-39","Ministry of Justice","1520","1500","26570","24430"
"New entrant CS","2022","Male","30-39","National Crime Agency","70","70","36090","36410"
"New entrant CS","2022","Male","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Office of Gas and Electricity Markets","80","80","39840","35000"
"New entrant CS","2022","Male","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Scottish Government","560","560","30480","27230"
"New entrant CS","2022","Male","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","UK Statistics Authority","100","90","34990","32490"
"New entrant CS","2022","Male","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Welsh Government","40","40","[c]","[c]"
"New entrant CS","2022","Male","40-49","Attorney General's Departments","50","50","47050","50500"
"New entrant CS","2022","Male","40-49","Cabinet Office","130","130","58650","54700"
"New entrant CS","2022","Male","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Department for Business, Energy and Industrial Strategy","100","100","39480","35360"
"New entrant CS","2022","Male","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Department for Education","60","60","43540","40210"
"New entrant CS","2022","Male","40-49","Department for Environment, Food and Rural Affairs","210","210","38030","32560"
"New entrant CS","2022","Male","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Department for Levelling Up, Housing and Communities","50","50","41110","40720"
"New entrant CS","2022","Male","40-49","Department for Transport","180","180","32660","26210"
"New entrant CS","2022","Male","40-49","Department for Work and Pensions","770","760","29370","27570"
"New entrant CS","2022","Male","40-49","Department of Health and Social Care","210","170","47800","40000"
"New entrant CS","2022","Male","40-49","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","HM Revenue and Customs","570","560","30110","26590"
"New entrant CS","2022","Male","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Home Office","160","160","35290","28650"
"New entrant CS","2022","Male","40-49","Ministry of Defence","510","500","35280","33000"
"New entrant CS","2022","Male","40-49","Ministry of Justice","1060","1030","30120","26810"
"New entrant CS","2022","Male","40-49","National Crime Agency","50","40","[c]","[c]"
"New entrant CS","2022","Male","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Male","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Scottish Government","310","310","34280","27940"
"New entrant CS","2022","Male","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","UK Statistics Authority","60","60","40360","36850"
"New entrant CS","2022","Male","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Male","50-59","Cabinet Office","90","90","62620","54700"
"New entrant CS","2022","Male","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Department for Business, Energy and Industrial Strategy","60","60","41700","39910"
"New entrant CS","2022","Male","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
