"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SEO/HEO","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Department of Health and Social Care","80","70","34450","32790"
"New entrant CS","2022","SEO/HEO","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Ministry of Justice","70","70","34020","31970"
"New entrant CS","2022","SEO/HEO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","90","90","47320","46360"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","International Trade","Department for International Trade","100","100","33570","31800"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Attorney General's Departments","120","110","40700","40000"
"New entrant CS","2022","SEO/HEO","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Ministry of Justice","110","110","32790","30800"
"New entrant CS","2022","SEO/HEO","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Scottish Government","60","60","41840","41750"
"New entrant CS","2022","SEO/HEO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Medicine","Ministry of Defence","80","70","37700","39030"
"New entrant CS","2022","SEO/HEO","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Business, Energy and Industrial Strategy","60","50","37390","33570"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Education","70","60","33300","32940"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Environment, Food and Rural Affairs","80","70","33020","32560"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Transport","50","50","37170","34730"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department for Work and Pensions","150","150","39160","35310"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Department of Health and Social Care","660","620","34900","32870"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","HM Revenue and Customs","300","290","34020","33080"
"New entrant CS","2022","SEO/HEO","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Ministry of Justice","380","360","35340","34260"
"New entrant CS","2022","SEO/HEO","Operational Delivery","National Crime Agency","100","100","42840","41860"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Scottish Government","60","60","32570","31540"
"New entrant CS","2022","SEO/HEO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","UK Statistics Authority","90","80","33500","30710"
"New entrant CS","2022","SEO/HEO","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Ministry of Defence","270","260","33270","33000"
"New entrant CS","2022","SEO/HEO","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Other","Office of Gas and Electricity Markets","40","40","[c]","[c]"
