"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Essex","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","No function","100","100","25860","25230"
"New entrant CS","2021","Essex","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Unknown","330","320","27880","29290"
"New entrant CS","2021","Essex","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","No function","90","90","24530","22570"
"New entrant CS","2021","Essex","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Unknown","90","90","26960","24880"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","No function","80","80","27200","23140"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Unknown","80","80","25790","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Commercial","50","50","32520","26670"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Digital, Data & Technology","80","80","36200","35800"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Finance","80","80","32510","25000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Human Resources","80","70","28920","22780"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","No function","660","620","29000","25160"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Project Delivery","460","450","34380","31000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Property","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Security","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Unknown","520","500","27290","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","No function","60","50","34380","28590"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Digital, Data & Technology","50","50","35180","31810"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","No function","330","320","27280","24240"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Project Delivery","160","160","31210","27540"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","90","90","28030","27570"
"New entrant CS","2021","Greater Manchester","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","No function","50","50","24640","22920"
"New entrant CS","2021","Greater Manchester","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","Unknown","110","110","26730","27570"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Communications","60","50","27180","25560"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","No function","400","370","26100","21160"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","Unknown","760","750","28100","27570"
"New entrant CS","2021","Greater Manchester","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","No function","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Communications","130","130","26700","25560"
"New entrant CS","2021","Greater Manchester","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Legal","40","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","No function","460","450","22950","20140"
"New entrant CS","2021","Greater Manchester","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Unknown","260","260","30110","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","No function","30","30","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Unknown","70","70","26060","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","No function","280","270","25590","23050"
