"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Asian","90","90","29390","27230"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Black","30","30","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","White","1960","1920","30300","27230"
"New entrant CS","2022","Scottish Government","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","LGBO","White","310","300","29390","27230"
"New entrant CS","2022","Scottish Government","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","White","100","100","31100","27230"
"New entrant CS","2022","Scottish Government","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Unknown","1890","1830","29220","27230"
"New entrant CS","2022","Scottish Government","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","White","40","40","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","White","60","50","45710","43000"
"New entrant CS","2022","UK Export Finance","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Asian","70","70","28710","23880"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","White","620","560","29690","30210"
"New entrant CS","2022","UK Statistics Authority","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","LGBO","White","70","70","29810","30710"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","White","60","50","30340","30710"
"New entrant CS","2022","UK Statistics Authority","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","Unknown","80","70","25450","19860"
"New entrant CS","2022","UK Statistics Authority","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","White","260","250","36180","31210"
"New entrant CS","2022","Welsh Government","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","Unknown","40","40","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
