"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
