"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","White","480","470","39100","34500"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","White","100","90","28530","24500"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","White","60","60","49890","39440"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","White","80","80","31630","30420"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","White","320","320","26120","21050"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Asian","100","100","33800","26970"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Black","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","White","410","400","32600","25480"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","White","560","550","31790","28050"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","White","170","170","32280","29230"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","70","70","35320","33570"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","310","310","38900","35070"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","White","210","210","36220","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Asian","60","60","31630","29360"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Black","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","White","420","400","35240","32870"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","100","100","37120","32560"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","60","60","35830","32890"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","White","920","900","38050","35900"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","White","160","160","38880","31800"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Asian","50","50","33510","30190"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Black","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","White","270","270","37740","33210"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Asian","60","60","39050","34710"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","White","260","260","44080","42470"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Asian","1310","1280","27190","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Black","620","610","28020","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Mixed","240","230","26120","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Other ethnicity","70","70","27060","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Undeclared","90","80","26510","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","White","5240","5120","25830","27570"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Asian","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
