"Status","Year","Profession_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","White","40","40","[c]","[c]"
"New entrant CS","2022","Property","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Unknown","90","90","25940","25000"
"New entrant CS","2022","Property","EO","White","120","120","25610","25000"
"New entrant CS","2022","Property","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","White","90","90","55740","53500"
"New entrant CS","2022","Property","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Unknown","100","100","35740","33080"
"New entrant CS","2022","Property","SEO/HEO","White","190","190","34920","33000"
"New entrant CS","2022","Psychology","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","White","40","40","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","White","60","60","28910","27700"
"New entrant CS","2022","Science and Engineering","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Unknown","50","50","20010","19570"
"New entrant CS","2022","Science and Engineering","AA/AO","White","170","170","20850","20910"
"New entrant CS","2022","Science and Engineering","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Unknown","80","80","21130","17140"
"New entrant CS","2022","Science and Engineering","EO","White","220","220","26010","26370"
"New entrant CS","2022","Science and Engineering","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6/G7","White","100","100","54380","52610"
"New entrant CS","2022","Science and Engineering","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Asian","60","60","34490","33000"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Black","40","40","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","Unknown","110","110","33220","32560"
"New entrant CS","2022","Science and Engineering","SEO/HEO","White","600","560","34510","33000"
"New entrant CS","2022","Science and Engineering","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","White","70","70","37440","33000"
"New entrant CS","2022","Security","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA/AO","Unknown","210","210","24910","23540"
"New entrant CS","2022","Security","AA/AO","White","250","240","25290","24540"
"New entrant CS","2022","Security","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","White","70","70","35850","35310"
"New entrant CS","2022","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO/HEO","White","200","190","33930","31210"
"New entrant CS","2022","Statistics","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Statistics","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","White","60","60","26390","26130"
"New entrant CS","2022","Statistics","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","White","140","140","33920","33080"
"New entrant CS","2022","Tax","AA/AO","Asian","100","90","21250","21250"
"New entrant CS","2022","Tax","AA/AO","Black","30","30","[c]","[c]"
"New entrant CS","2022","Tax","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","AA/AO","Unknown","230","220","21250","21250"
"New entrant CS","2022","Tax","AA/AO","White","360","340","21250","21250"
"New entrant CS","2022","Tax","EO","Asian","160","160","27370","26590"
"New entrant CS","2022","Tax","EO","Black","60","60","28470","26590"
"New entrant CS","2022","Tax","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","EO","Unknown","290","280","26890","26590"
"New entrant CS","2022","Tax","EO","White","540","530","26740","26590"
"New entrant CS","2022","Tax","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO/HEO","Asian","100","100","34440","33080"
"New entrant CS","2022","Tax","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO/HEO","Unknown","170","160","33840","33080"
"New entrant CS","2022","Tax","SEO/HEO","White","370","370","33500","33080"
"New entrant CS","2022","Unknown","AA/AO","Asian","160","150","21930","21260"
"New entrant CS","2022","Unknown","AA/AO","Black","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","1010","970","21770","21250"
"New entrant CS","2022","Unknown","AA/AO","White","1110","1090","21920","21250"
"New entrant CS","2022","Unknown","EO","Asian","120","120","27810","27570"
