"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","London","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","London","210","180","36380","33210"
"New entrant CS","2022","Undeclared","Policy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","South West (England)","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","London","80","70","39630","34550"
"New entrant CS","2022","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scotland","130","130","31980","27940"
"New entrant CS","2022","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","London","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","South West (England)","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","London","110","110","36430","34260"
"New entrant CS","2022","Unknown","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","London","240","240","44730","41750"
"New entrant CS","2022","Unknown","Digital, Data and Technology","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","North West (England)","130","130","37900","33080"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","South West (England)","90","90","33170","31240"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","West Midlands (England)","60","60","37460","36050"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","70","60","39430","37000"
"New entrant CS","2022","Unknown","Economics","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","London","80","80","33550","32390"
"New entrant CS","2022","Unknown","Economics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
