"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Planning","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","EO","70","70","26180","25660"
"New entrant CS","2022","Policy","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","SEO/HEO","170","170","35270","34020"
"New entrant CS","2022","Policy","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","EO","50","50","27220","27680"
"New entrant CS","2022","Policy","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","SEO/HEO","100","100","34720","34020"
"New entrant CS","2022","Policy","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","EO","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","SEO/HEO","110","100","34780","33570"
"New entrant CS","2022","Policy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","EO","180","170","27140","27680"
"New entrant CS","2022","Policy","Unknown","G6/G7","130","120","55410","53420"
"New entrant CS","2022","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","SEO/HEO","490","470","35250","34260"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","White","AA/AO","60","60","21940","21300"
"New entrant CS","2022","Policy","White","EO","380","370","26310","26180"
"New entrant CS","2022","Policy","White","G6/G7","430","410","54100","53130"
"New entrant CS","2022","Policy","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","White","SEO/HEO","1430","1410","34360","33570"
"New entrant CS","2022","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","SEO/HEO","50","50","36550","35480"
"New entrant CS","2022","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","EO","60","50","26820","26350"
"New entrant CS","2022","Project Delivery","Unknown","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","SEO/HEO","170","170","36190","35050"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","White","AA/AO","50","50","21450","21260"
"New entrant CS","2022","Project Delivery","White","EO","150","150","24990","24750"
"New entrant CS","2022","Project Delivery","White","G6/G7","130","130","55290","53500"
"New entrant CS","2022","Project Delivery","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","White","SEO/HEO","350","340","35800","35230"
"New entrant CS","2022","Project Delivery","White","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Property","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Property","Unknown","EO","90","90","25940","25000"
"New entrant CS","2022","Property","Unknown","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO/HEO","100","100","35740","33080"
"New entrant CS","2022","Property","White","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Property","White","EO","120","120","25610","25000"
"New entrant CS","2022","Property","White","G6/G7","90","90","55740","53500"
"New entrant CS","2022","Property","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","White","SEO/HEO","190","190","34920","33000"
"New entrant CS","2022","Psychology","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","White","EO","40","40","[c]","[c]"
"New entrant CS","2022","Psychology","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","White","SEO/HEO","60","60","28910","27700"
"New entrant CS","2022","Science and Engineering","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","SEO/HEO","60","60","34490","33000"
"New entrant CS","2022","Science and Engineering","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","AA/AO","50","50","20010","19570"
"New entrant CS","2022","Science and Engineering","Unknown","EO","80","80","21130","17140"
"New entrant CS","2022","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","SEO/HEO","110","110","33220","32560"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","White","AA/AO","170","170","20850","20910"
"New entrant CS","2022","Science and Engineering","White","EO","220","220","26010","26370"
"New entrant CS","2022","Science and Engineering","White","G6/G7","100","100","54380","52610"
"New entrant CS","2022","Science and Engineering","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","White","SEO/HEO","600","560","34510","33000"
"New entrant CS","2022","Science and Engineering","White","Unknown","70","70","37440","33000"
"New entrant CS","2022","Security","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","SEO/HEO","[c]","[c]","[c]","[c]"
