"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Intelligence Analysis","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Department for International Trade","Female","80","80","32740","31800"
"New entrant CS","2021","International Trade","Department for International Trade","Male","60","60","34010","31800"
"New entrant CS","2021","International Trade","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Female","200","190","43440","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","Male","150","140","46710","48080"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Female","120","110","47120","50500"
"New entrant CS","2021","Legal","Government Legal Department","Male","70","60","47420","50500"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Female","100","100","28150","26550"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Male","50","50","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Female","50","50","36090","25560"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
