"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
