"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","London","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Unknown","180","180","73840","70240"
"New entrant CS","2021","Commercial","London","White","80","80","43710","40620"
"New entrant CS","2021","Commercial","North East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","White","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","White","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","White","70","60","34230","32000"
"New entrant CS","2021","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Unknown","70","70","26050","25560"
"New entrant CS","2021","Communications","East Midlands (England)","White","50","50","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Unknown","160","160","37380","33360"
"New entrant CS","2021","Communications","London","White","160","160","37700","34550"
"New entrant CS","2021","Communications","North East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Unknown","160","160","26360","25560"
"New entrant CS","2021","Communications","North East (England)","White","160","160","26480","25560"
"New entrant CS","2021","Communications","North West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Unknown","120","120","26920","25560"
"New entrant CS","2021","Communications","North West (England)","White","50","50","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Unknown","80","80","29190","25560"
"New entrant CS","2021","Communications","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","White","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North East (England)","Asian","[c]","[c]","[c]","[c]"
