"Status","Year","Ethnicity","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Operational Delivery","100","90","31300","30220"
"New entrant CS","2021","Black","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Unknown","310","310","29030","29290"
"New entrant CS","2021","Black","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Operational Delivery","70","70","28600","25540"
"New entrant CS","2021","Black","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","50-59","Unknown","220","220","28620","29290"
"New entrant CS","2021","Black","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
