"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SEO/HEO","Tax","Unknown","150","150","32940","31810"
"New entrant CS","2021","SEO/HEO","Tax","White","90","90","32280","31810"
"New entrant CS","2021","SEO/HEO","Unknown","Asian","100","100","35420","35530"
"New entrant CS","2021","SEO/HEO","Unknown","Black","60","50","35410","36100"
"New entrant CS","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","1010","1000","31200","28000"
"New entrant CS","2021","SEO/HEO","Unknown","White","740","720","35190","34550"
"New entrant CS","2021","SEO/HEO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Asian","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Black","100","100","24670","24020"
"New entrant CS","2021","Unknown","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","390","340","22420","22920"
"New entrant CS","2021","Unknown","Operational Delivery","White","840","780","22990","22920"
"New entrant CS","2021","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","White","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","White","50","50","35820","33000"
"New entrant CS","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","White","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Asian","60","60","24150","25110"
"New entrant CS","2022","AA/AO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","White","180","180","22020","21260"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","White","140","140","20330","21170"
"New entrant CS","2022","AA/AO","Economics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","White","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","White","80","70","21010","21250"
"New entrant CS","2022","AA/AO","Geography","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Unknown","50","50","21480","21170"
"New entrant CS","2022","AA/AO","Human Resources","White","140","140","21330","21170"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Asian","1110","1060","21920","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Black","510","490","23400","21300"
"New entrant CS","2022","AA/AO","Operational Delivery","Mixed","360","340","22800","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Other ethnicity","90","90","23860","21840"
"New entrant CS","2022","AA/AO","Operational Delivery","Undeclared","180","170","21990","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Unknown","5950","5760","22160","21300"
"New entrant CS","2022","AA/AO","Operational Delivery","White","9270","9020","22040","21260"
"New entrant CS","2022","AA/AO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Asian","70","70","21340","21260"
"New entrant CS","2022","AA/AO","Other","Black","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Unknown","220","210","21370","21170"
"New entrant CS","2022","AA/AO","Other","White","740","720","21080","21260"
"New entrant CS","2022","AA/AO","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","White","[c]","[c]","[c]","[c]"
