"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Commercial","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Communications","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Digital, Data and Technology","90","80","29190","30130"
"New entrant CS","2022","Undeclared","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Finance","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Human Resources","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Operational Delivery","530","500","24920","23170"
"New entrant CS","2022","Undeclared","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Other","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Policy","180","170","32170","32560"
"New entrant CS","2022","Undeclared","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Science and Engineering","50","50","26730","26370"
"New entrant CS","2022","Undeclared","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Tax","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Unknown","140","130","29410","27500"
"New entrant CS","2022","Undeclared","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Digital, Data and Technology","70","60","40510","36830"
"New entrant CS","2022","Undeclared","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Finance","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Operational Delivery","320","300","28940","26880"
"New entrant CS","2022","Undeclared","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Other","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Policy","80","70","38950","36740"
"New entrant CS","2022","Undeclared","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Unknown","80","70","35940","31540"
"New entrant CS","2022","Undeclared","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Digital, Data and Technology","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Operational Delivery","230","210","31310","27570"
"New entrant CS","2022","Undeclared","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Policy","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Digital, Data and Technology","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Operational Delivery","230","220","30370","27570"
"New entrant CS","2022","Undeclared","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Operational Delivery","60","50","29400","28200"
"New entrant CS","2022","Undeclared","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Operational Delivery","230","220","21670","21250"
"New entrant CS","2022","Unknown","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Other","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Property","[c]","[c]","[c]","[c]"
