"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","390","340","57930","61710"
"New entrant CS","2022","Commercial","White","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","White","Declared non-disabled","310","310","34230","32000"
"New entrant CS","2022","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Unknown","100","90","32820","30420"
"New entrant CS","2022","Communications","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Declared non-disabled","150","150","27440","26590"
"New entrant CS","2022","Communications","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","530","490","29830","26590"
"New entrant CS","2022","Communications","White","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","White","Declared non-disabled","520","510","32180","26820"
"New entrant CS","2022","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","White","Unknown","90","80","34530","32790"
"New entrant CS","2022","Counter Fraud","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Declared non-disabled","150","150","27110","26590"
"New entrant CS","2022","Counter Fraud","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Declared non-disabled","50","50","27240","25850"
"New entrant CS","2022","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","320","310","27720","26590"
"New entrant CS","2022","Counter Fraud","White","Declared disabled","120","120","26840","25210"
"New entrant CS","2022","Counter Fraud","White","Declared non-disabled","790","780","26850","26590"
"New entrant CS","2022","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","White","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Declared non-disabled","140","130","21490","21250"
"New entrant CS","2022","Debt","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","280","270","21430","21250"
"New entrant CS","2022","Debt","White","Declared disabled","60","60","21420","21260"
"New entrant CS","2022","Debt","White","Declared non-disabled","410","400","21730","21250"
"New entrant CS","2022","Debt","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Declared non-disabled","220","210","39570","37000"
"New entrant CS","2022","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Asian","Unknown","60","60","38650","33840"
"New entrant CS","2022","Digital, Data & Technology","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Black","Declared non-disabled","130","120","37660","34550"
"New entrant CS","2022","Digital, Data & Technology","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","50","50","30560","29210"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","630","590","37610","33500"
"New entrant CS","2022","Digital, Data & Technology","White","Declared disabled","150","150","36130","33080"
"New entrant CS","2022","Digital, Data & Technology","White","Declared non-disabled","1180","1170","37760","33570"
"New entrant CS","2022","Digital, Data & Technology","White","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Unknown","200","200","37300","36500"
"New entrant CS","2022","Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Declared non-disabled","80","80","34570","31990"
"New entrant CS","2022","Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","320","260","34730","32000"
"New entrant CS","2022","Finance","White","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Finance","White","Declared non-disabled","410","400","33220","29300"
"New entrant CS","2022","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","White","Unknown","140","130","34520","29360"
"New entrant CS","2022","Grants Management","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Declared non-disabled","330","320","21550","21300"
"New entrant CS","2022","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","White","Declared non-disabled","150","140","22020","21300"
"New entrant CS","2022","Grants Management","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Declared non-disabled","70","70","31440","27570"
"New entrant CS","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Declared non-disabled","50","50","28620","26930"
"New entrant CS","2022","Human Resources","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
