"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Cornwall and Isles of Scilly","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","No function","50","40","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","No function","40","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","No function","50","40","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","No function","80","70","26800","25000"
"New entrant CS","2022","Coventry","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","No function","50","50","32080","29360"
"New entrant CS","2022","Coventry","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","No function","40","40","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","65+","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","No function","120","120","28440","28000"
"New entrant CS","2022","Croydon","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","20-29","Unknown","210","200","30530","28650"
"New entrant CS","2022","Croydon","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","No function","80","70","33440","31060"
"New entrant CS","2022","Croydon","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","30-39","Unknown","80","80","39590","35050"
"New entrant CS","2022","Croydon","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","No function","60","60","34140","32330"
"New entrant CS","2022","Croydon","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","40-49","Unknown","60","60","44570","41950"
"New entrant CS","2022","Croydon","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","No function","50","50","31800","30750"
"New entrant CS","2022","Croydon","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","50-59","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Croydon","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","No function","50","50","29250","29320"
"New entrant CS","2022","Darlington","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","No function","60","60","34740","29360"
"New entrant CS","2022","Darlington","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","No function","30","30","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","20-29","No function","50","50","[c]","[c]"
"New entrant CS","2022","Derby","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","30-39","No function","50","50","25290","24800"
"New entrant CS","2022","Derby","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","40-49","No function","50","40","[c]","[c]"
"New entrant CS","2022","Derby","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","50-59","No function","30","30","[c]","[c]"
"New entrant CS","2022","Derby","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","16-19","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Digital, Data & Technology","90","90","21440","20910"
"New entrant CS","2022","Devon CC","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","No function","120","120","22930","21650"
"New entrant CS","2022","Devon CC","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","30-39","No function","80","70","26560","23140"
