"Status","Year","Responsibility_level","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Defence Equipment and Support","50","50","22040","21000"
"New entrant CS","2022","EO","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Ministry of Defence (excl. agencies)","60","60","25410","26350"
"New entrant CS","2022","EO","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Department of Health and Social Care (excl. agencies)","70","50","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","UK Health Security Agency","30","30","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intelligence Analysis","Ministry of Defence (excl. agencies)","60","60","27810","28700"
"New entrant CS","2022","EO","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","Department for International Trade","60","60","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
