"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Public Health England","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department for Work and Pensions (excl. agencies)","140","140","28140","27570"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
