"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","30-39","50","50","48260","46360"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40-49","70","70","54760","46360"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","50-59","60","60","56770","48860"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","20-29","150","150","28110","25750"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","30-39","100","100","36910","31010"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","40-49","80","80","47780","42910"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","20-29","700","690","26340","24400"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","30-39","650","630","31070","27230"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","40-49","440","420","33490","31540"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","50-59","290","280","33380","27940"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","20-29","300","290","26510","23880"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","30-39","180","170","33020","30710"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","40-49","130","120","35510","30710"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","50-59","80","60","27380","19860"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","20-29","70","70","27440","25860"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","30-39","70","70","34110","31210"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","40-49","80","70","42090","40100"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","20-29","60","60","29550","27500"
"New entrant CS","2022","LGBO","Cabinet Office","30-39","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","20-29","80","80","30630","30360"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","30-39","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","20-29","50","50","29140","28500"
"New entrant CS","2022","LGBO","Department for Education","30-39","[c]","[c]","[c]","[c]"
