"Status","Year","Function_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","EO","130","130","20040","16780"
"New entrant CS","2021","Project Delivery","Unknown","G6/G7","60","60","56620","53500"
"New entrant CS","2021","Project Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","SEO/HEO","150","150","36180","36030"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","EO","260","250","24480","26130"
"New entrant CS","2021","Project Delivery","White","G6/G7","170","170","55450","54110"
"New entrant CS","2021","Project Delivery","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","SEO/HEO","610","600","36010","35000"
"New entrant CS","2021","Project Delivery","White","Unknown","110","110","38460","38000"
"New entrant CS","2021","Property","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","AA/AO","100","100","21270","20880"
"New entrant CS","2021","Property","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Property","White","AA/AO","150","150","20950","20880"
"New entrant CS","2021","Property","White","EO","110","100","25640","26150"
"New entrant CS","2021","Property","White","G6/G7","50","50","54810","53500"
"New entrant CS","2021","Property","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","SEO/HEO","180","180","34800","33300"
"New entrant CS","2021","Property","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","AA/AO","230","230","25600","23540"
"New entrant CS","2021","Security","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Security","White","AA/AO","340","340","23820","20920"
"New entrant CS","2021","Security","White","EO","70","70","27880","26300"
"New entrant CS","2021","Security","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","SEO/HEO","60","60","34740","33300"
"New entrant CS","2021","Security","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","AA/AO","550","540","22090","21010"
"New entrant CS","2021","Unknown","Asian","EO","1520","1490","29230","29290"
"New entrant CS","2021","Unknown","Asian","G6/G7","50","50","61110","58140"
"New entrant CS","2021","Unknown","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","SEO/HEO","100","100","36260","36650"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","AA/AO","340","340","23310","24180"
"New entrant CS","2021","Unknown","Black","EO","1120","1100","29860","31060"
"New entrant CS","2021","Unknown","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","SEO/HEO","60","60","35860","36650"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","AA/AO","240","240","22260","21010"
"New entrant CS","2021","Unknown","Mixed","EO","480","470","28890","27570"
"New entrant CS","2021","Unknown","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","AA/AO","50","50","21880","21010"
"New entrant CS","2021","Unknown","Other ethnicity","EO","120","120","29430","30750"
"New entrant CS","2021","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","AA/AO","120","110","21530","21010"
"New entrant CS","2021","Unknown","Undeclared","EO","220","210","28830","27570"
"New entrant CS","2021","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","1240","1210","21490","21010"
"New entrant CS","2021","Unknown","Unknown","EO","2050","1990","27910","27570"
"New entrant CS","2021","Unknown","Unknown","G6/G7","360","340","59490","57430"
"New entrant CS","2021","Unknown","Unknown","SCS","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","710","700","36100","35050"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Unknown","White","AA/AO","4920","4840","21230","21010"
"New entrant CS","2021","Unknown","White","EO","6980","6820","27990","27570"
"New entrant CS","2021","Unknown","White","G6/G7","340","330","59010","56120"
"New entrant CS","2021","Unknown","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","SEO/HEO","900","880","35660","35050"
"New entrant CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","SEO/HEO","70","70","35150","34610"
"New entrant CS","2022","Analysis","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","EO","60","60","27310","27270"
"New entrant CS","2022","Analysis","Unknown","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","SEO/HEO","130","120","33800","33080"
"New entrant CS","2022","Analysis","White","AA/AO","120","120","21420","21260"
"New entrant CS","2022","Analysis","White","EO","160","150","26470","26180"
"New entrant CS","2022","Analysis","White","G6/G7","80","80","56920","53360"
"New entrant CS","2022","Analysis","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","SEO/HEO","600","590","33720","32870"
"New entrant CS","2022","Commercial","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","EO","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","G6/G7","190","190","70100","70000"
"New entrant CS","2022","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","SEO/HEO","120","70","35480","36270"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","White","EO","120","120","25700","26130"
"New entrant CS","2022","Commercial","White","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","SEO/HEO","240","230","35350","35000"
"New entrant CS","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Asian","EO","130","120","26610","26590"
"New entrant CS","2022","Communications","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
