"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","20-29","50","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","20-29","70","70","28850","28660"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","20-29","660","650","26020","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","30-39","450","440","27090","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","40-49","430","420","27120","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","50-59","360","350","27300","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","60-64","90","80","26200","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","20-29","70","70","27440","26880"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","20-29","60","60","24560","24120"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","20-29","90","90","25420","25520"
"New entrant CS","2021","Declared disabled","Ministry of Defence","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","20-29","230","230","24060","22920"
"New entrant CS","2021","Declared disabled","Ministry of Justice","30-39","130","120","25200","22920"
"New entrant CS","2021","Declared disabled","Ministry of Justice","40-49","70","70","26940","22920"
"New entrant CS","2021","Declared disabled","Ministry of Justice","50-59","80","70","26300","21300"
"New entrant CS","2021","Declared disabled","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","16-19","[c]","[c]","[c]","[c]"
