"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Public Health England","50","40","37140","31400"
"New entrant CS","2022","Male","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Rural Payments Agency","230","230","22260","21300"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Courts and Tribunals Service","70","70","25090","22000"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Government (excl. agencies)","270","270","34320","31540"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Social Security Scotland","220","220","27460","27230"
"New entrant CS","2022","Male","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Submarine Delivery Agency","100","100","36960","33000"
"New entrant CS","2022","Male","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","The National Archives","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","UK Export Finance","50","50","45800","43000"
"New entrant CS","2022","Male","Declared non-disabled","UK Health Security Agency","420","390","35720","30460"
"New entrant CS","2022","Male","Declared non-disabled","UK Hydrographic Office","40","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","UK Statistics Authority","240","220","31200","30210"
"New entrant CS","2022","Male","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Valuation Office Agency","90","90","27170","25000"
"New entrant CS","2022","Male","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Welsh Government (excl. agencies)","110","110","36340","31210"
"New entrant CS","2022","Male","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Department for Work and Pensions (excl. agencies)","180","180","26920","27570"
"New entrant CS","2022","Male","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","HM Prison and Probation Service","130","120","30450","28140"
"New entrant CS","2022","Male","Undeclared","HM Revenue and Customs (excl. agencies)","90","90","28130","26590"
"New entrant CS","2022","Male","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Cabinet Office (excl. agencies)","460","460","42370","28000"
"New entrant CS","2022","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Defence Equipment and Support","240","240","29860","27540"
"New entrant CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","37110","33570"
"New entrant CS","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Department for Education (excl. agencies)","250","250","36170","32870"
"New entrant CS","2022","Male","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","38380","34000"
"New entrant CS","2022","Male","Unknown","Department for International Trade","100","100","39490","31800"
"New entrant CS","2022","Male","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","34260","30190"
"New entrant CS","2022","Male","Unknown","Department for Transport (excl. agencies)","140","140","41940","38650"
"New entrant CS","2022","Male","Unknown","Department for Work and Pensions (excl. agencies)","680","670","27260","27570"
"New entrant CS","2022","Male","Unknown","Department of Health and Social Care (excl. agencies)","310","170","38580","32790"
"New entrant CS","2022","Male","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Driver and Vehicle Licensing Agency","110","100","20380","18310"
"New entrant CS","2022","Male","Unknown","Driver and Vehicle Standards Agency","220","220","26150","26130"
"New entrant CS","2022","Male","Unknown","Education and Skills Funding Agency","70","70","35800","29360"
"New entrant CS","2022","Male","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","HM Courts and Tribunals Service","280","280","24580","20970"
"New entrant CS","2022","Male","Unknown","HM Land Registry","110","110","27980","27130"
"New entrant CS","2022","Male","Unknown","HM Prison and Probation Service","2050","1940","26780","24800"
"New entrant CS","2022","Male","Unknown","HM Revenue and Customs (excl. agencies)","1470","1450","27010","26590"
"New entrant CS","2022","Male","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Home Office","1280","1210","30580","25770"
"New entrant CS","2022","Male","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Intellectual Property Office","50","50","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Maritime and Coastguard Agency","90","90","30850","26840"
"New entrant CS","2022","Male","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
