"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data and Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Digital, Data & Technology","Female","890","860","36190","33370"
"New entrant CS","2022","Digital, Data and Technology","Digital, Data & Technology","Male","1570","1540","38090","34260"
"New entrant CS","2022","Digital, Data and Technology","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Female","80","70","42590","41950"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Male","180","180","46990","41950"
"New entrant CS","2022","Economics","Analysis","Female","110","100","31500","30710"
"New entrant CS","2022","Economics","Analysis","Male","190","190","36320","31800"
"New entrant CS","2022","Economics","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Female","530","480","34290","31900"
"New entrant CS","2022","Finance","Finance","Male","450","420","34690","31990"
"New entrant CS","2022","Finance","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","70","70","36580","30200"
"New entrant CS","2022","Finance","Unknown","Male","80","80","36420","33000"
"New entrant CS","2022","Geography","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","No function","Male","50","50","27790","20420"
"New entrant CS","2022","Human Resources","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Female","750","710","32830","29180"
"New entrant CS","2022","Human Resources","Human Resources","Male","300","280","34920","30450"
"New entrant CS","2022","Human Resources","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","No function","Female","120","120","55860","46360"
"New entrant CS","2022","Inspector of Education and Training","No function","Male","40","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Counter Fraud","Female","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Counter Fraud","Male","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Security","Male","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Male","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","Female","110","110","36840","31800"
"New entrant CS","2022","International Trade","No function","Male","90","90","37190","31800"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","Male","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","Female","80","80","30620","28040"
"New entrant CS","2022","Knowledge and Information Management","No function","Male","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","Male","50","40","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Female","490","470","44130","43920"
"New entrant CS","2022","Legal","Legal","Male","240","240","45930","48080"
"New entrant CS","2022","Legal","No function","Female","90","90","34090","30450"
"New entrant CS","2022","Legal","No function","Male","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","Female","60","50","72690","82450"
"New entrant CS","2022","Medicine","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","180","150","39330","34170"
"New entrant CS","2022","Medicine","Unknown","Male","80","60","55580","45840"
"New entrant CS","2022","Operational Delivery","Analysis","Female","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Analysis","Male","70","70","32750","30210"
"New entrant CS","2022","Operational Delivery","Commercial","Female","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Communications","Female","240","230","26790","26590"
"New entrant CS","2022","Operational Delivery","Communications","Male","250","240","26750","26590"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Female","190","180","24430","25110"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Male","170","170","24930","21260"
"New entrant CS","2022","Operational Delivery","Debt","Female","320","300","21290","21250"
"New entrant CS","2022","Operational Delivery","Debt","Male","200","200","21600","21250"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Female","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Female","300","280","21510","21300"
"New entrant CS","2022","Operational Delivery","Grants Management","Male","230","220","21730","21300"
"New entrant CS","2022","Operational Delivery","Human Resources","Female","70","70","27090","27570"
"New entrant CS","2022","Operational Delivery","Human Resources","Male","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Female","280","280","22360","22200"
"New entrant CS","2022","Operational Delivery","Legal","Male","90","90","23120","21250"
"New entrant CS","2022","Operational Delivery","No function","Female","19570","18520","26260","24080"
"New entrant CS","2022","Operational Delivery","No function","Male","12420","12060","26770","24620"
"New entrant CS","2022","Operational Delivery","Project Delivery","Female","80","80","26530","23490"
