"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","200","190","34850","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Unknown","100","100","36480","31560"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Declared disabled","90","80","27890","23340"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Declared non-disabled","620","600","29840","26160"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Unknown","80","80","31400","26160"
"New entrant CS","2021","Scottish Government","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Declared non-disabled","60","60","28380","26160"
"New entrant CS","2021","Scottish Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Declared non-disabled","60","60","30630","24750"
"New entrant CS","2021","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Unknown","70","70","23960","20850"
"New entrant CS","2021","Scottish Government","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Declared non-disabled","100","90","28190","25140"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","910","880","31800","26160"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Declared non-disabled","70","70","47650","47000"
"New entrant CS","2021","UK Export Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Declared non-disabled","300","290","32660","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Unknown","300","290","31280","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","270","260","31050","29540"
"New entrant CS","2021","Wales Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Declared non-disabled","130","120","28160","25030"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Declared disabled","90","90","34990","29280"
