"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Unknown","660","640","25590","21250"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","White","1060","1030","25680","21250"
"New entrant CS","2022","North West (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Home Office","Unknown","330","310","27800","24880"
"New entrant CS","2022","North West (England)","Home Office","White","120","120","29280","24880"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Defence (excl. agencies)","White","90","80","24200","21170"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Crime Agency","White","90","90","34380","34140"
"New entrant CS","2022","North West (England)","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","White","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Public Health England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Public Health England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Public Health England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Rural Payments Agency","Unknown","110","100","21430","21300"
"New entrant CS","2022","North West (England)","Rural Payments Agency","White","50","50","22070","21300"
"New entrant CS","2022","North West (England)","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","The Insolvency Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Export Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","UK Health Security Agency","White","60","60","36370","32310"
"New entrant CS","2022","North West (England)","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
