"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","West Midlands (England)","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","No function","110","110","26330","24830"
"New entrant CS","2022","West Midlands (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","No function","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","No function","70","60","28370","27570"
"New entrant CS","2022","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Communications","90","90","26010","26590"
"New entrant CS","2022","West Midlands (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Debt","50","50","21350","21250"
"New entrant CS","2022","West Midlands (England)","Unknown","Digital, Data & Technology","60","60","37250","36050"
"New entrant CS","2022","West Midlands (England)","Unknown","Finance","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Grants Management","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","No function","1000","930","25520","23140"
"New entrant CS","2022","West Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Unknown","160","150","25850","24880"
"New entrant CS","2022","West Midlands (England)","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Communications","60","60","29770","26590"
"New entrant CS","2022","West Midlands (England)","White","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Debt","50","50","21900","21260"
"New entrant CS","2022","West Midlands (England)","White","Digital, Data & Technology","90","90","36770","33080"
"New entrant CS","2022","West Midlands (England)","White","Finance","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","No function","1650","1590","27870","24800"
"New entrant CS","2022","West Midlands (England)","White","Project Delivery","60","60","36670","33080"
"New entrant CS","2022","West Midlands (England)","White","Property","50","50","38550","34500"
"New entrant CS","2022","West Midlands (England)","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","White","Unknown","120","120","29370","27570"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Debt","50","50","21710","21260"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","No function","400","380","25240","23310"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Asian","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","No function","90","80","26830","26730"
"New entrant CS","2022","Yorkshire and The Humber","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","No function","70","60","29570","26880"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","No function","50","40","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Commercial","70","50","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Counter Fraud","50","40","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Debt","50","40","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Digital, Data & Technology","60","50","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Finance","80","60","30060","27570"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Grants Management","50","50","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Yorkshire and The Humber","Unknown","No function","1130","1070","26540","23690"
