"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Black","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
