"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Education","50","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department for Work and Pensions","230","220","32170","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Department of Health and Social Care","370","280","42310","36820"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Home Office","90","80","31470","25040"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Ministry of Justice","90","90","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Department of Health and Social Care","290","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Work and Pensions","60","60","33510","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department of Health and Social Care","50","50","45820","40600"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department for Work and Pensions","660","640","25980","27570"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Department of Health and Social Care","60","50","32520","28590"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","HM Revenue and Customs","110","100","30170","25560"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Ministry of Defence","150","140","28320","21890"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Ministry of Justice","420","410","22330","22850"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Department for Work and Pensions","60","60","26260","27570"
"New entrant CS","2021","East Midlands (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Department for Work and Pensions","90","90","26300","27570"
"New entrant CS","2021","East Midlands (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","HM Revenue and Customs","170","160","26620","25560"
"New entrant CS","2021","East Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Ministry of Justice","230","220","21070","20600"
"New entrant CS","2021","East Midlands (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Attorney General's Departments","50","40","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","Department for Work and Pensions","1030","1000","27320","27570"
"New entrant CS","2021","East of England","Heterosexual / straight","Department of Health and Social Care","120","110","35830","31370"
"New entrant CS","2021","East of England","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
