"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Wales","90","90","30390","26140"
"Leaver Dept.","2022","Unknown","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Eastern Scotland","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Greater Manchester","110","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Inner London - East","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Inner London - West","510","330","45370","41970"
"Leaver Dept.","2022","Unknown","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Merseyside","170","160","26360","24890"
"Leaver Dept.","2022","Unknown","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Northumberland, and Tyne and Wear","120","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Outer London - South","120","110","40950","35200"
"Leaver Dept.","2022","Unknown","Female","Outer London - West and North West","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Central Scotland","100","90","28790","25340"
"Leaver Dept.","2022","Unknown","Female","West Midlands","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Yorkshire","100","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","East Wales","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Eastern Scotland","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Greater Manchester","90","90","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Inner London - East","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Inner London - West","440","290","49260","42570"
"Leaver Dept.","2022","Unknown","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Lancashire","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Merseyside","130","130","25610","24890"
"Leaver Dept.","2022","Unknown","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Northumberland, and Tyne and Wear","110","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Outer London - South","100","100","41510","35070"
"Leaver Dept.","2022","Unknown","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","South Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","West Central Scotland","90","90","27650","25050"
"Leaver Dept.","2022","Unknown","Male","West Midlands","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","West Yorkshire","90","80","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","East Wales","110","100","29710","29540"
"New entrant CS","2021","Analysis","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Inner London - West","290","290","36400","32540"
"New entrant CS","2021","Analysis","Female","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","East Wales","80","80","27770","29540"
"New entrant CS","2021","Analysis","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Inner London - East","60","60","37770","36160"
"New entrant CS","2021","Analysis","Male","Inner London - West","310","310","35960","32790"
"New entrant CS","2021","Analysis","Male","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Inner London - West","130","120","56500","53490"
"New entrant CS","2021","Commercial","Female","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Inner London - West","130","130","66700","68000"
"New entrant CS","2021","Commercial","Male","Lancashire","[c]","[c]","[c]","[c]"
