"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","SEO/HEO","130","130","33250","31800"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","AA/AO","190","180","21080","21590"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","EO","160","160","26980","26130"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","G6/G7","80","80","58630","54650"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Transport","SEO/HEO","280","270","36100","34710"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","AA/AO","4410","4350","21640","21010"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","EO","8370","8170","28580","27570"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","G6/G7","120","120","57070","55860"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Work and Pensions","SEO/HEO","340","330","35940","35310"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","AA/AO","340","300","20650","19630"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","EO","330","310","25550","26880"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","G6/G7","250","230","56010","53100"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","SCS","60","50","91850","84830"
"New entrant CS","2021","Heterosexual / straight","Department of Health and Social Care","SEO/HEO","920","820","34880","32960"
"New entrant CS","2021","Heterosexual / straight","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Food Standards Agency","SEO/HEO","60","60","35120","37350"
"New entrant CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","AA/AO","250","240","22480","22350"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Land Registry","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","AA/AO","820","800","20360","20140"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","EO","380","380","25710","25560"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","SEO/HEO","300","300","33740","31810"
"New entrant CS","2021","Heterosexual / straight","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","EO","60","60","25260","24300"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","HM Treasury","SEO/HEO","190","190","32170","32320"
"New entrant CS","2021","Heterosexual / straight","Home Office","AA/AO","160","160","21590","21430"
"New entrant CS","2021","Heterosexual / straight","Home Office","EO","230","230","26350","24880"
"New entrant CS","2021","Heterosexual / straight","Home Office","G6/G7","70","70","60340","57460"
"New entrant CS","2021","Heterosexual / straight","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Home Office","SEO/HEO","140","140","37840","37450"
"New entrant CS","2021","Heterosexual / straight","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","AA/AO","1080","1050","21540","20920"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","EO","680","660","25900","26350"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","G6/G7","180","170","60490","56170"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","SEO/HEO","940","930","35820","34000"
"New entrant CS","2021","Heterosexual / straight","Ministry of Defence","Unknown","160","160","37770","33250"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","EO","60","60","26720","27850"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","G6/G7","60","50","53200","53130"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","SEO/HEO","130","130","34420","33210"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","AA/AO","2820","2780","22510","22680"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","EO","260","260","24650","24620"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","G6/G7","110","110","56090","54970"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","SEO/HEO","470","460","32800","30990"
"New entrant CS","2021","Heterosexual / straight","Ministry of Justice","Unknown","920","860","23150","22920"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","AA/AO","60","60","21880","20800"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","EO","520","510","31030","32260"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","National Crime Agency","SEO/HEO","190","190","42100","40210"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education","G6/G7","50","50","72710","75500"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education","SEO/HEO","60","60","41760","42460"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","EO","90","90","24970","25000"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SEO/HEO","70","70","36630","36490"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","EO","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","SEO/HEO","80","80","34350","34800"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","AA/AO","320","300","20660","20060"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","EO","150","150","26250","26160"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","G6/G7","80","70","55900","52480"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government","SEO/HEO","250","250","35140","33550"
"New entrant CS","2021","Heterosexual / straight","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","AA/AO","90","70","19310","19130"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","EO","100","100","23640","23050"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","G6/G7","60","50","53620","52100"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","SEO/HEO","390","390","32800","32540"
"New entrant CS","2021","Heterosexual / straight","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government","AA/AO","70","70","20590","20500"
"New entrant CS","2021","Heterosexual / straight","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
