"Status","Year","Region_ITL3","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Milton Keynes","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","20-29","180","180","26320","27570"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","30-39","110","110","31840","29540"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","40-49","70","70","33320","29540"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","20-29","160","160","25340","23320"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","30-39","90","90","29940","27570"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","50-59","30","30","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","20-29","40","40","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Heterosexual / straight","20-29","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Heterosexual / straight","30-39","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Heterosexual / straight","40-49","40","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Heterosexual / straight","50-59","40","40","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","LGBO","40-49","[c]","[c]","[c]","[c]"
