"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Public Health England","No function","250","210","39950","36330"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Human Resources","120","120","41300","36330"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","No function","1850","1720","36600","32330"
"New entrant CS","2022","Department of Health and Social Care","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","No function","140","140","31840","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Digital, Data & Technology","90","90","31100","30600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","No function","350","330","24650","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Analysis","110","110","34500","33080"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Communications","880","870","27030","26590"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Counter Fraud","750","740","28600","26590"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Debt","720","690","21480","21250"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","340","340","36020","33080"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Finance","170","160","30370","25960"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Human Resources","70","60","30040","26590"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Legal","100","100","37020","30750"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","No function","4110","4010","25660","21250"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Project Delivery","170","170","41450","40180"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Property","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Unknown","550","520","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Valuation Office Agency","Property","470","460","25970","25000"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","No function","240","240","32060","28500"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Office for Budget Responsibility","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Office for Budget Responsibility","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Unknown","2570","2450","29780","24880"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
