"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wales Office","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Medicine","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Medicine","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","20-29","150","140","24410","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","30-39","80","80","25540","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","40-49","70","70","25380","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","20-29","60","60","25980","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","20-29","990","990","29580","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","30-39","350","350","46380","40600"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","40-49","220","220","54110","53660"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","50-59","160","150","58760","49700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","40-49","[c]","[c]","[c]","[c]"
