"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Work and Pensions","90","90","28270","27570"
"New entrant CS","2022","Undeclared","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Revenue and Customs","50","50","29530","26700"
"New entrant CS","2022","Undeclared","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Justice","130","120","32540","28750"
"New entrant CS","2022","Undeclared","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Attorney General's Departments","110","110","30730","25480"
"New entrant CS","2022","Unknown","Heterosexual / straight","Cabinet Office","60","60","35370","30420"
"New entrant CS","2022","Unknown","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","90","90","36390","33570"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Education","540","530","34010","29360"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Transport","80","70","29450","26840"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Work and Pensions","90","80","27500","27570"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department of Health and Social Care","330","300","39030","32790"
"New entrant CS","2022","Unknown","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Land Registry","110","100","27000","22600"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Revenue and Customs","80","80","26170","26590"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Home Office","480","470","29920","24880"
"New entrant CS","2022","Unknown","Heterosexual / straight","Ministry of Defence","440","430","30770","26350"
"New entrant CS","2022","Unknown","Heterosexual / straight","Ministry of Justice","240","230","26530","24180"
"New entrant CS","2022","Unknown","Heterosexual / straight","National Crime Agency","370","370","37010","34140"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Scottish Government","220","220","31910","27230"
"New entrant CS","2022","Unknown","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Statistics Authority","190","170","28970","23880"
"New entrant CS","2022","Unknown","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for Education","50","50","31610","29360"
"New entrant CS","2022","Unknown","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Home Office","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Education","50","50","34700","29360"
"New entrant CS","2022","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department of Health and Social Care","620","330","37200","32790"
