"Status","Year","Sexual_orientation","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Unknown","330","300","39030","32790"
"New entrant CS","2022","Heterosexual / straight","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Declared non-disabled","80","70","34890","31380"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Declared non-disabled","130","130","27550","25660"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","Unknown","110","100","27000","22600"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Declared disabled","270","260","27070","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Declared non-disabled","3740","3670","27500","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Undeclared","100","90","26690","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","Unknown","80","80","26170","26590"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Declared non-disabled","200","190","35170","28500"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","Unknown","480","470","29920","24880"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Declared disabled","160","160","30480","26350"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Declared non-disabled","2160","2110","31160","27540"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Undeclared","70","70","29060","25540"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Unknown","440","430","30770","26350"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Declared disabled","1330","1260","28310","26150"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Declared non-disabled","8050","7760","26920","24090"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Undeclared","320","300","28690","26730"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","Unknown","240","230","26530","24180"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","Unknown","370","370","37010","34140"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","200","190","49890","46360"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Declared non-disabled","330","330","37060","30000"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Declared disabled","160","160","27890","27230"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Declared non-disabled","1720","1690","30210","27230"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Unknown","220","220","31910","27230"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Declared non-disabled","100","100","43670","39000"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Declared disabled","70","60","29750","30460"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Declared non-disabled","460","420","29960","30210"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Unknown","190","170","28970","23880"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Declared non-disabled","230","220","36130","31210"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","Declared non-disabled","70","70","35600","32000"
"New entrant CS","2022","LGBO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Declared non-disabled","80","80","31020","30360"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education","Unknown","50","50","31610","29360"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs","Declared disabled","60","60","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs","Declared non-disabled","170","170","33170","32560"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities","Declared non-disabled","50","50","34440","33210"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport","Declared non-disabled","110","100","32430","26130"
"New entrant CS","2022","LGBO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
