"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","No function","60","50","52330","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","No function","100","100","34200","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","No function","5690","5570","22340","21980"
"New entrant CS","2021","Ministry of Justice","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","No function","370","370","24490","24620"
"New entrant CS","2021","Ministry of Justice","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Digital, Data & Technology","110","110","61050","60000"
"New entrant CS","2021","Ministry of Justice","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","No function","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Digital, Data & Technology","90","90","37450","36800"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Legal","140","140","28450","26550"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","No function","360","350","32200","30850"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Project Delivery","100","100","34000","32870"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","No function","1440","1310","22930","22920"
"New entrant CS","2021","Ministry of Justice","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AA/AO","No function","60","60","21860","20800"
"New entrant CS","2021","National Crime Agency","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","No function","610","610","30990","32260"
"New entrant CS","2021","National Crime Agency","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","No function","200","190","42000","40210"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","No function","60","60","73280","75500"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","No function","110","110","24660","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","No function","60","60","35160","34000"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","No function","[c]","[c]","[c]","[c]"
