"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","Female","180","180","34760","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","Male","140","140","36060","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Female","50","50","31980","30360"
"New entrant CS","2022","Department for Education","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","Female","90","80","36820","36500"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","Male","80","80","39470","36500"
"New entrant CS","2022","Department for Education","Finance","Female","70","70","33730","31150"
"New entrant CS","2022","Department for Education","Finance","Male","60","60","35320","29360"
"New entrant CS","2022","Department for Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","No function","Female","340","330","32710","29360"
"New entrant CS","2022","Department for Education","No function","Male","150","150","33860","32870"
"New entrant CS","2022","Department for Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Male","50","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Female","130","120","38190","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Male","160","160","40010","37070"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Female","300","280","21510","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Male","230","220","21730","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Female","70","70","35090","29930"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","Female","970","950","33880","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","Male","710","700","34470","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Female","130","130","35630","31800"
"New entrant CS","2022","Department for International Trade","No function","Male","110","110","37530","31800"
"New entrant CS","2022","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Female","290","290","34560","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Male","240","240","34650","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Male","90","90","32430","30730"
"New entrant CS","2022","Department for Transport","Finance","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Female","50","50","33460","30730"
"New entrant CS","2022","Department for Transport","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Female","750","710","27590","21840"
"New entrant CS","2022","Department for Transport","No function","Male","940","920","29430","26130"
"New entrant CS","2022","Department for Transport","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Male","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Male","60","60","29220","31000"
