"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","Female","110","100","36980","36500"
"New entrant CS","2022","Department for Education","Declared non-disabled","Male","60","60","39000","36500"
"New entrant CS","2022","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","Female","530","510","33060","29360"
"New entrant CS","2022","Department for Education","Unknown","Male","340","340","35920","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Female","180","170","33720","29460"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Male","110","110","34040","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","1180","1140","30750","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","910","900","31870","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Female","60","60","36030","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Male","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","260","250","34350","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","210","210","36600","32560"
"New entrant CS","2022","Department for International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Female","100","100","34660","31800"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Male","100","100","38570","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Female","110","110","35840","31800"
"New entrant CS","2022","Department for International Trade","Unknown","Male","100","100","39490","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Female","50","50","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Female","230","220","35760","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Male","210","200","36600","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","90","80","34300","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","70","60","33990","30190"
"New entrant CS","2022","Department for Transport","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared disabled","Male","40","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Female","540","510","30260","26130"
"New entrant CS","2022","Department for Transport","Declared non-disabled","Male","570","570","32140","26130"
"New entrant CS","2022","Department for Transport","Undeclared","Female","50","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","Male","70","70","32740","29970"
"New entrant CS","2022","Department for Transport","Unknown","Female","400","370","29510","26130"
"New entrant CS","2022","Department for Transport","Unknown","Male","560","540","29660","26130"
"New entrant CS","2022","Department for Work and Pensions","Declared disabled","Female","660","630","25730","27570"
"New entrant CS","2022","Department for Work and Pensions","Declared disabled","Male","510","510","26040","24250"
"New entrant CS","2022","Department for Work and Pensions","Declared non-disabled","Female","4260","4130","26070","27570"
"New entrant CS","2022","Department for Work and Pensions","Declared non-disabled","Male","3130","3110","27070","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","Female","220","210","26020","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","Male","190","190","27600","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Female","900","870","25820","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Male","700","690","27670","27570"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","Female","140","120","34020","32310"
"New entrant CS","2022","Department of Health and Social Care","Declared disabled","Male","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","Female","1100","990","34760","30460"
"New entrant CS","2022","Department of Health and Social Care","Declared non-disabled","Male","500","460","35850","30460"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Female","960","750","39700","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Male","560","420","43300","36330"
"New entrant CS","2022","Estyn","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Female","60","60","34720","30350"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared non-disabled","Female","120","110","26950","22600"
"New entrant CS","2022","HM Land Registry","Declared non-disabled","Male","80","80","27950","27130"
"New entrant CS","2022","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Female","160","160","26580","22600"
"New entrant CS","2022","HM Land Registry","Unknown","Male","110","110","27980","27130"
"New entrant CS","2022","HM Revenue and Customs","Declared disabled","Female","210","200","27150","26590"
"New entrant CS","2022","HM Revenue and Customs","Declared disabled","Male","200","200","26870","26590"
"New entrant CS","2022","HM Revenue and Customs","Declared non-disabled","Female","2380","2310","26650","26590"
"New entrant CS","2022","HM Revenue and Customs","Declared non-disabled","Male","2240","2210","28360","26590"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Female","90","90","26400","25000"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Male","100","100","27850","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Female","1700","1630","25710","21510"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Male","1590","1580","26960","26590"
"New entrant CS","2022","HM Treasury","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Declared non-disabled","Female","130","130","32630","28500"
"New entrant CS","2022","HM Treasury","Declared non-disabled","Male","110","110","37010","29320"
"New entrant CS","2022","HM Treasury","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Declared non-disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Female","1170","1130","28700","24880"
"New entrant CS","2022","Home Office","Unknown","Male","1280","1210","30580","25770"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Female","100","90","30190","26670"
"New entrant CS","2022","Ministry of Defence","Declared disabled","Male","130","130","31340","27010"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Female","1120","1080","29070","26350"
"New entrant CS","2022","Ministry of Defence","Declared non-disabled","Male","1620","1600","32000","29230"
"New entrant CS","2022","Ministry of Defence","Undeclared","Female","50","50","29000","26350"
"New entrant CS","2022","Ministry of Defence","Undeclared","Male","60","60","31390","26350"
"New entrant CS","2022","Ministry of Defence","Unknown","Female","740","700","28950","26000"
"New entrant CS","2022","Ministry of Defence","Unknown","Male","1170","1150","29730","25830"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Female","1180","1120","28060","25480"
"New entrant CS","2022","Ministry of Justice","Declared disabled","Male","530","510","28760","26290"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Female","5770","5520","26580","23720"
"New entrant CS","2022","Ministry of Justice","Declared non-disabled","Male","3340","3260","27530","24620"
"New entrant CS","2022","Ministry of Justice","Undeclared","Female","320","300","28450","27060"
"New entrant CS","2022","Ministry of Justice","Undeclared","Male","170","160","31010","28140"
"New entrant CS","2022","Ministry of Justice","Unknown","Female","4340","4050","26290","24620"
